player_id_lead,player_name_lead,game_id_lead,game_date,recieving_yards_lead,recieving_touchdowns_lead,receptions_lead,targets_lead,rush_attempts_lead,rushing_yards_lead,rush_touchdowns_lead,fumbles_lead,fumbles_lost_lead,recieving_yards_avg,recieving_tds_avg,receptions_avg,targets_avg,rush_attmpt_avg,rushing_yards_avg,rush_tds_avg,fumbles_avg,fumbles_lost_avg,Fpts
00-0005091,K.Faulk,2009121308,12/13/2009 0:00,17,0,3,3,10,58,1,0,0,7,0,2,5,12,79,0,0,0,16.5
,,,,,,,,,,,,,12,0,2.5,4,11,68.5,0.5,0,0,0
,,,,,,,,,,,,,7,0,1,1,16,46,0,0,0,0
00-0016098,F.Taylor,2009122706,12/27/2009 0:00,0,0,0,1,11,35,0,0,0,4,0,1,1,21,105,1,0,0,3.5
00-0016098,F.Taylor,2010091202,9/12/2010 0:00,6,0,2,2,14,71,0,0,0,2,0,0.5,1,16,70,0.5,0,0,9.7
,,,,,,,,,,,,,3.333333333,0,1,1.333333333,15.33333333,70.33333333,0.333333333,0,0,0
00-0017915,R.Williams,2009092713,9/27/2009 0:00,29,0,4,5,8,55,1,0,0,3,0,1,1,19,69,0,0,0,18.4
00-0017915,R.Williams,2009100408,10/4/2009 0:00,11,0,1,1,16,85,1,0,0,16,0,2.5,3,13.5,62,0.5,0,0,16.6
00-0017915,R.Williams,2009101200,10/12/2009 0:00,70,0,3,3,11,68,0,0,0,14.33333333,0,2,2.333333333,14.33333333,69.66666667,0.666666667,0,0,16.8
00-0017915,R.Williams,2009102510,10/25/2009 0:00,12,0,2,4,9,80,3,0,0,28.25,0,2.25,2.5,13.5,69.25,0.5,0,0,29.2
00-0017915,R.Williams,2009110107,11/1/2009 0:00,41,0,2,2,8,27,0,0,0,25,0,2.2,2.8,12.6,71.4,1,0,0,8.8
00-0017915,R.Williams,2009111501,11/15/2009 0:00,5,0,2,4,20,102,0,0,0,27.66666667,0,2.166666667,2.666666667,11.83333333,64,0.833333333,0,0,15.7
00-0017915,R.Williams,2009111900,11/19/2009 0:00,19,1,2,4,22,119,2,0,0,28,0,2.333333333,3.166666667,12,69.5,0.833333333,0,0,36.8
00-0017915,R.Williams,2009112901,11/29/2009 0:00,0,0,0,1,27,115,1,0,0,26.33333333,0.166666667,2,3,14.33333333,80.16666667,1,0,0,20.5
00-0017915,R.Williams,2009120613,12/6/2009 0:00,6,0,2,3,18,75,0,0,0,24.5,0.166666667,1.833333333,3,16.16666667,85.16666667,1,0,0,10.1
00-0017915,R.Williams,2009121305,12/13/2009 0:00,7,0,2,2,28,108,1,0,1,13.83333333,0.166666667,1.666666667,3,17.33333333,86.33333333,1,0,0,21.5
00-0017915,R.Williams,2009122008,12/20/2009 0:00,9,0,3,6,20,82,1,0,0,13,0.166666667,1.666666667,2.666666667,20.5,91,0.666666667,0,0.166666667,18.1
00-0017915,R.Williams,2009122704,12/27/2009 0:00,26,0,5,7,10,35,0,0,0,7.666666667,0.166666667,1.833333333,3.333333333,22.5,100.1666667,0.833333333,0,0.166666667,11.1
00-0017915,R.Williams,2010010306,1/3/2010 0:00,4,0,3,5,12,31,0,0,0,11.16666667,0.166666667,2.333333333,3.833333333,20.83333333,89,0.833333333,0,0.166666667,6.5
00-0017915,R.Williams,2010091201,9/12/2010 0:00,0,0,0,1,18,62,0,0,0,8.666666667,0,2.5,4,19.16666667,74.33333333,0.5,0,0.166666667,6.2
00-0017915,R.Williams,2010100400,10/4/2010 0:00,45,1,4,4,8,56,0,0,0,8.666666667,0,2.5,4,17.66666667,65.5,0.333333333,0,0.166666667,20.1
00-0017915,R.Williams,2010101700,10/17/2010 0:00,-1,0,1,1,13,64,0,0,0,15.16666667,0.166666667,2.833333333,4.166666667,16,62.33333333,0.333333333,0,0.166666667,7.3
00-0017915,R.Williams,2010102401,10/24/2010 0:00,0,0,0,2,11,48,0,0,0,13.83333333,0.166666667,2.666666667,4,13.5,55,0.166666667,0,0,4.8
00-0017915,R.Williams,2010103102,10/31/2010 0:00,2,0,1,1,9,47,1,0,0,12.33333333,0.166666667,2.166666667,3.333333333,12,49.33333333,0,0,0,11.9
00-0017915,R.Williams,2010111400,11/14/2010 0:00,6,0,2,2,11,64,0,0,0,8.333333333,0.166666667,1.5,2.333333333,11.83333333,51.33333333,0.166666667,0,0,9
00-0017915,R.Williams,2010112809,11/28/2010 0:00,3,0,1,2,20,95,1,0,0,8.666666667,0.166666667,1.333333333,1.833333333,11.66666667,56.83333333,0.166666667,0,0,16.8
00-0017915,R.Williams,2010120501,12/5/2010 0:00,19,0,2,4,10,48,0,0,0,9.166666667,0.166666667,1.5,2,12,62.33333333,0.333333333,0,0,8.7
00-0017915,R.Williams,2010121210,12/12/2010 0:00,0,0,0,1,10,34,0,0,0,4.833333333,0,1.166666667,2,12.33333333,61,0.333333333,0,0,3.4
00-0017915,R.Williams,2010122607,12/26/2010 0:00,21,0,2,2,14,71,0,0,0,5,0,1,2,11.83333333,56,0.333333333,0,0,11.2
00-0017915,R.Williams,2011091100,9/11/2011 0:00,4,0,1,2,12,63,0,0,0,8.5,0,1.333333333,2,12.33333333,59.83333333,0.333333333,0,0,7.7
00-0017915,R.Williams,2011100214,10/2/2011 0:00,0,0,0,1,12,49,0,0,0,8.833333333,0,1.333333333,2.166666667,12.83333333,62.5,0.166666667,0,0,4.9
00-0017915,R.Williams,2011110612,11/6/2011 0:00,11,0,1,1,9,24,0,0,0,7.833333333,0,1,2,13,60,0.166666667,0,0,4.5
00-0017915,R.Williams,2011122402,12/24/2011 0:00,21,0,2,2,10,45,0,0,0,9.166666667,0,1,1.833333333,11.16666667,48.16666667,0,0,0,8.6
,,,,,,,,,,,,,9.5,0,1,1.5,11.16666667,47.66666667,0,0,0,0
,,,,,,,,,,,,,12,0,1,1,9,37,1,0,0,0
00-0019484,S.Morris,2009120613,12/6/2009 0:00,25,0,2,2,9,40,0,0,0,39,0,2,3,17,68,0,0,0,8.5
00-0019484,S.Morris,2009122706,12/27/2009 0:00,3,0,1,1,12,95,1,0,0,32,0,2,2.5,13,54,0,0,0,16.8
00-0019484,S.Morris,2011121700,12/17/2011 0:00,0,0,0,2,12,53,0,0,0,22.33333333,0,1.666666667,2,12.66666667,67.66666667,0.333333333,0,0,5.3
00-0019484,S.Morris,2011122411,12/24/2011 0:00,10,0,4,4,13,29,0,0,0,16.75,0,1.25,2,12.5,64,0.25,0,0,7.9
,,,,,,,,,,,,,15.4,0,1.8,2.4,12.6,57,0.2,0,0,0
00-0019641,T.Jones,2009092711,9/27/2009 0:00,2,0,1,2,14,20,0,0,0,-1,0,1,1,14,54,0,0,0,3.2
00-0019641,T.Jones,2009101200,10/12/2009 0:00,0,0,0,2,13,42,2,0,0,0.5,0,1,1.5,14,37,0,0,0,16.2
00-0019641,T.Jones,2009101811,10/18/2009 0:00,17,0,2,2,22,210,1,0,0,0.333333333,0,0.666666667,1.666666667,13.66666667,38.66666667,0.666666667,0,0,33.7
00-0019641,T.Jones,2009102508,10/25/2009 0:00,3,0,1,2,26,121,1,0,0,4.5,0,1,1.75,15.75,81.5,0.75,0,0,22.4
00-0019641,T.Jones,2009110107,11/1/2009 0:00,28,0,1,1,27,102,0,0,0,4.2,0,1,1.8,17.8,89.4,0.8,0,0,17
00-0019641,T.Jones,2009111503,11/15/2009 0:00,0,0,0,1,21,77,1,0,0,8.166666667,0,1,1.666666667,19.33333333,91.5,0.666666667,0,0,13.7
00-0019641,T.Jones,2009112211,11/22/2009 0:00,0,0,0,1,21,103,0,0,0,8.333333333,0,0.833333333,1.666666667,20.5,95.33333333,0.833333333,0,0,13.3
00-0019641,T.Jones,2009112905,11/29/2009 0:00,11,0,3,4,25,75,1,0,0,8,0,0.666666667,1.5,21.66666667,109.1666667,0.833333333,0,0,17.6
00-0019641,T.Jones,2009121309,12/13/2009 0:00,-2,0,1,1,24,99,2,0,0,9.833333333,0,1.166666667,1.833333333,23.66666667,114.6666667,0.666666667,0,0,22.7
00-0019641,T.Jones,2009122004,12/20/2009 0:00,0,0,0,1,19,52,0,0,0,6.666666667,0,1,1.666666667,24,96.16666667,0.833333333,0,0,5.2
00-0019641,T.Jones,2010091301,9/13/2010 0:00,0,0,0,1,11,39,0,0,0,6.166666667,0,0.833333333,1.5,22.83333333,84.66666667,0.666666667,0,0,3.9
00-0019641,T.Jones,2010091903,9/19/2010 0:00,5,0,1,1,22,83,0,0,0,1.5,0,0.666666667,1.5,20.16666667,74.16666667,0.666666667,0,0,9.8
00-0019641,T.Jones,2010092609,9/26/2010 0:00,1,0,1,3,19,95,1,0,0,2.333333333,0,0.833333333,1.5,20.33333333,75.16666667,0.5,0,0,16.6
00-0019641,T.Jones,2010101704,10/17/2010 0:00,10,0,1,2,19,100,1,0,0,2.5,0,1,1.833333333,20,73.83333333,0.666666667,0,0,18
00-0019641,T.Jones,2010103103,10/31/2010 0:00,5,0,1,1,19,77,0,0,0,2.333333333,0,0.666666667,1.5,19,78,0.666666667,0,0,9.2
00-0019641,T.Jones,2010112808,11/28/2010 0:00,14,0,3,3,20,68,0,0,0,3.5,0,0.666666667,1.5,18.16666667,74.33333333,0.333333333,0,0,11.2
00-0019641,T.Jones,2010120503,12/5/2010 0:00,54,0,4,5,11,53,0,0,0,5.833333333,0,1.166666667,1.833333333,18.33333333,77,0.333333333,0,0,14.7
00-0019641,T.Jones,2010121900,12/19/2010 0:00,16,0,1,1,22,62,1,0,0,14.83333333,0,1.833333333,2.5,18.33333333,79.33333333,0.333333333,0,0,14.8
00-0019641,T.Jones,2010122603,12/26/2010 0:00,0,0,0,1,23,51,0,0,0,16.66666667,0,1.833333333,2.5,18.33333333,75.83333333,0.5,0,0,5.1
00-0019641,T.Jones,2011010206,1/2/2011 0:00,-2,0,1,1,10,17,0,0,0,16.5,0,1.666666667,2.166666667,19,68.5,0.333333333,0,0,2.5
00-0019641,T.Jones,2011092509,9/25/2011 0:00,2,0,1,1,14,31,0,0,0,14.5,0,1.666666667,2,17.5,54.66666667,0.166666667,0,0,4.3
00-0019641,T.Jones,2011100902,10/9/2011 0:00,7,0,2,3,10,55,0,0,0,14,0,1.666666667,2,16.66666667,47,0.166666667,0,0,8.2
00-0019641,T.Jones,2011112711,11/27/2011 0:00,7,0,1,1,13,37,0,0,0,12.83333333,0,1.5,2,15,44.83333333,0.166666667,0,0,5.4
00-0019641,T.Jones,2011121807,12/18/2011 0:00,27,0,1,1,15,48,0,0,0,5,0,1,1.333333333,15.33333333,42.16666667,0.166666667,0,0,8.5
00-0019641,T.Jones,2012010113,1/1/2012 0:00,0,0,0,1,15,42,0,0,0,6.833333333,0,1,1.333333333,14.16666667,39.83333333,0,0,0,4.2
,,,,,,,,,,,,,6.833333333,0,1,1.333333333,12.83333333,38.33333333,0,0,0,0
00-0019693,J.Lewis,2009092012,9/20/2009 0:00,8,0,1,1,14,38,0,0,0,47,0,3,3,11,57,0,0,0,5.6
00-0019693,J.Lewis,2009101805,10/18/2009 0:00,15,0,2,5,11,21,0,0,0,27.5,0,2,2,12.5,47.5,0,0,0,5.6
00-0019693,J.Lewis,2009111600,11/16/2009 0:00,5,0,1,1,10,36,0,0,0,23.33333333,0,2,3,12,38.66666667,0,0,0,5.1
00-0019693,J.Lewis,2009112202,11/22/2009 0:00,13,0,1,1,25,77,0,0,0,18.75,0,1.75,2.5,11.5,38,0,0,0,10
,,,,,,,,,,,,,17.6,0,1.6,2.2,14.2,45.8,0,0,0,0
00-0019863,D.Rhodes,2010122610,12/26/2010 0:00,0,0,0,1,17,98,0,0,0,4,0,1,3,9,26,0,0,0,9.8
,,,,,,,,,,,,,2,0,0.5,2,13,62,0,0,0,0
00-0020270,C.Buckhalter,2009092012,9/20/2009 0:00,30,0,1,3,9,76,1,0,0,11,0,2,2,8,46,0,0,0,17.6
00-0020270,C.Buckhalter,2009092712,9/27/2009 0:00,0,0,0,1,14,108,0,0,0,20.5,0,1.5,2.5,8.5,61,0.5,0,0,13.8
00-0020270,C.Buckhalter,2009101900,10/19/2009 0:00,29,0,4,4,10,46,0,0,0,13.66666667,0,1,2,10.33333333,76.66666667,0.333333333,0,0,11.5
00-0020270,C.Buckhalter,2009110100,11/1/2009 0:00,30,0,6,6,8,16,0,0,0,17.5,0,1.75,2.5,10.25,69,0.25,0,0,10.6
00-0020270,C.Buckhalter,2009110900,11/9/2009 0:00,4,0,2,2,9,24,0,0,0,20,0,2.6,3.2,9.8,58.4,0.2,0,0,4.8
00-0020270,C.Buckhalter,2009112602,11/26/2009 0:00,5,0,1,2,20,51,0,0,0,17.33333333,0,2.5,3,9.666666667,52.66666667,0.166666667,0,0,6.6
00-0020270,C.Buckhalter,2009120606,12/6/2009 0:00,15,0,3,3,12,113,0,0,0,16.33333333,0,2.333333333,3,11.66666667,53.5,0.166666667,0,0,18.8
00-0020270,C.Buckhalter,2010091909,9/19/2010 0:00,0,0,0,3,11,19,1,0,0,13.83333333,0,2.666666667,3,12.16666667,59.66666667,0,0,0,7.9
00-0020270,C.Buckhalter,2010122609,12/26/2010 0:00,50,1,3,3,11,42,1,0,0,13.83333333,0,2.666666667,3.333333333,11.66666667,44.83333333,0.166666667,0,0,24.2
,,,,,,,,,,,,,17.33333333,0.166666667,2.5,3.166666667,11.83333333,44.16666667,0.333333333,0,0,0
00-0020514,M.Bennett,2010010314,1/3/2010 0:00,62,0,4,4,11,28,0,0,0,0,0,0,1,8,18,0,0,0,13
,,,,,,,,,,,,,31,0,2,2.5,9.5,23,0,0,0,0
00-0020536,L.Tomlinson,2009101900,10/19/2009 0:00,30,0,3,4,18,70,0,0,0,1,0,1,3,13,55,1,1,1,13
00-0020536,L.Tomlinson,2009102503,10/25/2009 0:00,2,0,2,3,23,71,0,0,0,15.5,0,2,3.5,15.5,62.5,0.5,0.5,0.5,9.3
00-0020536,L.Tomlinson,2009110809,11/8/2009 0:00,8,0,2,2,12,22,0,0,0,11,0,2,3.333333333,18,65.33333333,0.333333333,0.333333333,0.333333333,5
00-0020536,L.Tomlinson,2009111511,11/15/2009 0:00,0,0,0,1,24,96,2,0,0,10.25,0,2,3,16.5,54.5,0.25,0.25,0.25,21.6
00-0020536,L.Tomlinson,2009112909,11/29/2009 0:00,5,0,1,1,13,39,2,0,0,8.2,0,1.6,2.6,18,62.8,0.6,0.2,0.2,17.4
00-0020536,L.Tomlinson,2009120609,12/6/2009 0:00,21,0,1,2,20,64,1,0,0,7.666666667,0,1.5,2.333333333,17.16666667,58.83333333,0.833333333,0.166666667,0.166666667,15.5
00-0020536,L.Tomlinson,2009121312,12/13/2009 0:00,9,0,1,2,21,50,1,0,0,11,0,1.5,2.166666667,18.33333333,60.33333333,0.833333333,0,0,12.9
00-0020536,L.Tomlinson,2009122010,12/20/2009 0:00,58,0,4,4,16,59,0,0,0,7.5,0,1.166666667,1.833333333,18.83333333,57,1,0,0,15.7
00-0020536,L.Tomlinson,2009122500,12/25/2009 0:00,4,0,2,2,16,59,2,0,0,16.83333333,0,1.5,2,17.66666667,55,1,0,0,20.3
00-0020536,L.Tomlinson,2010091300,9/13/2010 0:00,16,0,2,4,11,62,0,0,0,16.16666667,0,1.5,2,18.33333333,61.16666667,1.333333333,0,0,9.8
00-0020536,L.Tomlinson,2010091911,9/19/2010 0:00,26,0,4,6,11,76,0,0,0,18.83333333,0,1.833333333,2.5,16.16666667,55.5,1,0,0,14.2
00-0020536,L.Tomlinson,2010092614,9/26/2010 0:00,18,0,3,5,15,70,1,0,0,22.33333333,0,2.333333333,3.333333333,15.83333333,61.66666667,0.666666667,0,0,17.8
00-0020536,L.Tomlinson,2010100300,10/3/2010 0:00,22,0,3,4,19,133,2,0,0,21.83333333,0,2.666666667,3.833333333,15,62.66666667,0.666666667,0,0,33.5
00-0020536,L.Tomlinson,2010101100,10/11/2010 0:00,13,0,5,7,20,94,0,0,0,24,0,3,4.166666667,14.66666667,76.5,0.833333333,0,0,15.7
00-0020536,L.Tomlinson,2010101709,10/17/2010 0:00,12,0,2,2,16,55,2,0,0,16.5,0,3.166666667,4.666666667,15.33333333,82.33333333,0.833333333,0,0,20.7
00-0020536,L.Tomlinson,2010103106,10/31/2010 0:00,37,0,5,7,16,54,0,0,1,17.83333333,0,3.166666667,4.666666667,15.33333333,81.66666667,0.833333333,0,0,13.1
00-0020536,L.Tomlinson,2010110700,11/7/2010 0:00,47,0,6,9,15,55,0,0,0,21.33333333,0,3.666666667,5.166666667,16.16666667,80.33333333,0.833333333,0,0.166666667,16.2
00-0020536,L.Tomlinson,2010111401,11/14/2010 0:00,53,0,6,10,18,57,0,0,0,24.83333333,0,4,5.666666667,16.83333333,76.83333333,0.833333333,0,0.166666667,17
00-0020536,L.Tomlinson,2010112101,11/21/2010 0:00,71,0,7,9,12,36,0,0,0,30.66666667,0,4.5,6.5,17.33333333,74.66666667,0.666666667,0,0.166666667,17.7
00-0020536,L.Tomlinson,2010112502,11/25/2010 0:00,14,0,2,5,13,49,0,0,0,38.83333333,0,5.166666667,7.333333333,16.16666667,58.5,0.333333333,0,0.166666667,8.3
00-0020536,L.Tomlinson,2010120600,12/6/2010 0:00,14,0,2,5,10,47,0,0,0,39,0,4.666666667,7,15,51,0.333333333,0,0.166666667,8.1
00-0020536,L.Tomlinson,2010121210,12/12/2010 0:00,5,0,2,3,19,49,0,0,0,39.33333333,0,4.666666667,7.5,14,49.66666667,0,0,0.166666667,7.4
00-0020536,L.Tomlinson,2010121911,12/19/2010 0:00,6,0,1,1,11,49,0,0,0,34,0,4.166666667,6.833333333,14.5,48.83333333,0,0,0,6.5
00-0020536,L.Tomlinson,2010122600,12/26/2010 0:00,14,0,2,2,13,28,1,0,0,27.16666667,0,3.333333333,5.5,13.83333333,47.83333333,0,0,0,12.2
00-0020536,L.Tomlinson,2011121102,12/11/2011 0:00,50,1,2,4,9,14,0,0,0,20.66666667,0,2.666666667,4.166666667,13,43,0.166666667,0,0,14.4
00-0020536,L.Tomlinson,2012010100,1/1/2012 0:00,23,0,4,7,11,56,0,0,0,17.16666667,0.166666667,1.833333333,3.333333333,12.5,39.33333333,0.166666667,0,0,11.9
,,,,,,,,,,,,,18.66666667,0.166666667,2.166666667,3.666666667,12.16666667,40.5,0.166666667,0,0,0
00-0021179,C.Portis,2009092008,9/20/2009 0:00,4,0,1,2,19,79,0,0,0,10,0,1,1,16,62,0,0,0,9.3
00-0021179,C.Portis,2009092702,9/27/2009 0:00,6,0,1,1,12,42,0,0,0,7,0,1,1.5,17.5,70.5,0,0,0,5.8
00-0021179,C.Portis,2009101102,10/11/2009 0:00,17,1,2,3,19,57,1,0,0,6.666666667,0,1,1.333333333,15.66666667,61,0,0,0,21.4
00-0021179,C.Portis,2009101807,10/18/2009 0:00,15,0,3,4,15,109,0,0,0,9.25,0.25,1.25,1.75,16.5,60,0.25,0,0,18.4
00-0021179,C.Portis,2010091212,9/12/2010 0:00,1,0,1,3,18,63,0,0,0,10.4,0.2,1.6,2.2,16.2,69.8,0.2,0,0,7.4
00-0021179,C.Portis,2010091900,9/19/2010 0:00,0,0,0,1,13,33,2,0,0,8.833333333,0.166666667,1.5,2.333333333,16.5,68.66666667,0.166666667,0,0,15.3
00-0021179,C.Portis,2010100310,10/3/2010 0:00,26,0,2,2,11,55,0,0,0,7.166666667,0.166666667,1.333333333,2.333333333,16,63.83333333,0.5,0,0,10.1
,,,,,,,,,,,,,10.83333333,0.166666667,1.5,2.333333333,14.66666667,59.83333333,0.5,0,0,0
00-0021182,M.Morris,2009110104,11/1/2009 0:00,19,0,1,1,14,63,0,0,0,12,0,1,1,8,10,1,0,0,9.2
00-0021182,M.Morris,2009122002,12/20/2009 0:00,35,0,5,6,17,126,1,0,0,15.5,0,1,1,11,36.5,0.5,0,0,30.1
00-0021182,M.Morris,2009122711,12/27/2009 0:00,29,0,4,7,18,37,0,0,0,22,0,2.333333333,2.666666667,13,66.33333333,0.666666667,0,0,10.6
00-0021182,M.Morris,2010010304,1/3/2010 0:00,41,0,5,6,16,65,0,0,0,23.75,0,2.75,3.75,14.25,59,0.5,0,0,15.6
00-0021182,M.Morris,2010112105,11/21/2010 0:00,40,0,4,6,10,31,0,0,0,27.2,0,3.2,4.2,14.6,60.2,0.4,0,0,11.1
00-0021182,M.Morris,2010112500,11/25/2010 0:00,20,0,5,5,9,55,2,0,0,29.33333333,0,3.333333333,4.5,13.83333333,55.33333333,0.333333333,0,0,24.5
00-0021182,M.Morris,2010120505,12/5/2010 0:00,3,0,1,1,10,37,0,0,0,30.66666667,0,4,5.166666667,14,62.83333333,0.5,0,0,5
00-0021182,M.Morris,2010121205,12/12/2010 0:00,6,0,1,1,11,51,0,0,0,28,0,4,5.166666667,13.33333333,58.5,0.5,0,0,6.7
00-0021182,M.Morris,2010121908,12/19/2010 0:00,10,0,3,4,15,109,1,0,0,23.16666667,0,3.333333333,4.333333333,12.33333333,46,0.333333333,0,0,23.9
00-0021182,M.Morris,2010122607,12/26/2010 0:00,13,0,2,2,12,22,1,0,0,20,0,3.166666667,3.833333333,11.83333333,58,0.5,0,0,11.5
00-0021182,M.Morris,2011010209,1/2/2011 0:00,24,0,2,3,12,21,1,0,0,15.33333333,0,2.666666667,3.166666667,11.16666667,50.83333333,0.666666667,0,0,12.5
00-0021182,M.Morris,2011102303,10/23/2011 0:00,13,0,2,4,9,50,0,0,0,12.66666667,0,2.333333333,2.666666667,11.5,49.16666667,0.833333333,0,0,8.3
00-0021182,M.Morris,2011103006,10/30/2011 0:00,7,0,1,3,13,58,1,0,0,11.5,0,1.833333333,2.5,11.5,48.33333333,0.5,0,0,13.5
00-0021182,M.Morris,2011111307,11/13/2011 0:00,6,0,1,2,10,44,0,0,0,12.16666667,0,1.833333333,2.833333333,12,51.83333333,0.666666667,0,0,6
00-0021182,M.Morris,2011120406,12/4/2011 0:00,58,1,6,8,18,33,0,0,0,12.16666667,0,1.833333333,3,11.83333333,50.66666667,0.666666667,0,0,21.1
,,,,,,,,,,,,,20.16666667,0.166666667,2.333333333,3.666666667,12.33333333,38,0.5,0,0,0
00-0021184,L.Betts,2009111507,11/15/2009 0:00,6,0,1,2,26,114,1,0,0,23,0,1,1,15,70,1,0,0,22
00-0021184,L.Betts,2010100306,10/3/2010 0:00,23,0,4,5,13,47,0,0,0,14.5,0,1,1.5,20.5,92,1,0,0,11
00-0021184,L.Betts,2010101009,10/10/2010 0:00,26,0,5,7,10,44,0,0,0,17.33333333,0,2,2.666666667,18,77,0.666666667,0,0,12
00-0021184,L.Betts,2010110707,11/7/2010 0:00,1,0,1,2,13,31,1,0,0,19.5,0,2.75,3.75,16,68.75,0.5,0,0,10.2
,,,,,,,,,,,,,15.8,0,2.4,3.4,15.4,61.2,0.6,0,0,0
00-0021216,B.Westbrook,2009092006,9/20/2009 0:00,14,0,3,5,13,52,0,0,0,8,1,3,4,13,64,0,0,0,9.6
00-0021216,B.Westbrook,2009122708,12/27/2009 0:00,5,0,2,5,9,32,0,0,0,11,0.5,3,4.5,13,58,0,0,0,5.7
00-0021216,B.Westbrook,2010120506,12/5/2010 0:00,0,0,0,1,9,31,0,0,0,9,0.333333333,2.666666667,4.666666667,11.66666667,49.33333333,0,0,0,3.1
00-0021216,B.Westbrook,2010121209,12/12/2010 0:00,87,1,6,6,9,23,0,0,0,6.75,0.25,2,3.75,11,44.75,0,0,0,23
00-0021216,B.Westbrook,2010121600,12/16/2010 0:00,8,0,2,4,8,22,1,0,0,22.8,0.4,2.8,4.2,10.6,40.4,0,0,0,11
00-0021216,B.Westbrook,2010122606,12/26/2010 0:00,3,0,2,3,10,40,0,0,0,20.33333333,0.333333333,2.666666667,4.166666667,10.16666667,37.33333333,0.166666667,0,0,6.3
00-0021216,B.Westbrook,2011010214,1/2/2011 0:00,14,0,1,4,13,79,2,0,0,19.5,0.166666667,2.5,4,9.666666667,33.33333333,0.166666667,0,0,22.3
,,,,,,,,,,,,,19.5,0.166666667,2.166666667,3.833333333,9.666666667,37.83333333,0.5,0,0,0
00-0021314,C.Taylor,2009101803,10/18/2009 0:00,0,0,0,1,8,22,0,0,0,49,0,3,3,9,20,1,0,0,2.2
00-0021314,C.Taylor,2009112206,11/22/2009 0:00,12,0,2,2,11,73,0,0,0,24.5,0,1.5,2,8.5,21,0.5,0,0,10.5
00-0021314,C.Taylor,2009122800,12/28/2009 0:00,26,0,2,2,8,29,0,0,0,20.33333333,0,1.666666667,2,9.333333333,38.33333333,0.333333333,0,0,7.5
00-0021314,C.Taylor,2010091207,9/12/2010 0:00,44,0,3,4,9,29,0,0,0,21.75,0,1.75,2,9,36,0.25,0,0,10.3
00-0021314,C.Taylor,2010101005,10/10/2010 0:00,11,0,2,3,18,43,0,0,0,26.2,0,2,2.4,9,34.6,0.2,0,0,7.4
00-0021314,C.Taylor,2010110704,11/7/2010 0:00,14,0,1,1,10,13,1,0,0,23.66666667,0,2,2.5,10.5,36,0.166666667,0,0,9.7
00-0021314,C.Taylor,2010111404,11/14/2010 0:00,8,0,3,4,11,33,0,0,0,17.83333333,0,1.666666667,2.166666667,10.66666667,34.83333333,0.166666667,0,0,7.1
00-0021314,C.Taylor,2010120505,12/5/2010 0:00,31,0,5,5,9,33,1,0,0,19.16666667,0,2.166666667,2.666666667,11.16666667,36.66666667,0.166666667,0,0,17.4
00-0021314,C.Taylor,2011092512,9/25/2011 0:00,12,0,1,2,8,20,0,0,0,22.33333333,0,2.666666667,3.166666667,10.83333333,30,0.333333333,0,0,4.2
,,,,,,,,,,,,,20,0,2.5,3.166666667,10.83333333,28.5,0.333333333,0,0,0
00-0021357,R.Cartwright,2009112201,11/22/2009 0:00,73,0,7,8,13,67,0,0,0,9,0,2,2,9,41,0,0,0,21
00-0021357,R.Cartwright,2009112906,11/29/2009 0:00,26,0,3,3,15,38,0,0,0,41,0,4.5,5,11,54,0,0,0,9.4
00-0021357,R.Cartwright,2009120608,12/6/2009 0:00,31,0,3,4,13,39,0,0,0,36,0,4,4.333333333,12.33333333,48.66666667,0,0,0,10
,,,,,,,,,,,,,34.75,0,3.75,4.25,12.5,46.25,0,0,0,0
,,,,,,,,,,,,,22,0,2,2,17,109,0,0,0,0
00-0021976,L.Johnson,2009092004,9/20/2009 0:00,41,0,3,4,24,78,0,0,0,6,0,1,1,11,20,0,0,0,14.9
00-0021976,L.Johnson,2009100405,10/4/2009 0:00,1,0,3,5,18,53,0,0,0,23.5,0,2,2.5,17.5,49,0,0,0,8.4
00-0021976,L.Johnson,2009101104,10/11/2009 0:00,9,0,1,2,21,37,0,0,0,16,0,2.333333333,3.333333333,17.66666667,50.33333333,0,0,0,5.6
00-0021976,L.Johnson,2009101807,10/18/2009 0:00,12,0,3,4,23,83,0,0,0,14.25,0,2,3,18.5,47,0,0,0,12.5
00-0021976,L.Johnson,2009102503,10/25/2009 0:00,7,0,1,1,16,49,0,0,0,13.8,0,2.2,3.2,19.4,54.2,0,0,0,6.6
00-0021976,L.Johnson,2009112902,11/29/2009 0:00,-2,0,2,2,22,107,0,0,0,12.66666667,0,2,2.833333333,18.83333333,53.33333333,0,0,0,15.5
00-0021976,L.Johnson,2010010308,1/3/2010 0:00,0,0,0,1,9,38,0,0,0,11.33333333,0,2.166666667,3,20.66666667,67.83333333,0,0,0,3.8
,,,,,,,,,,,,,4.5,0,1.666666667,2.5,18.16666667,61.16666667,0,0,0,0
00-0022092,C.Brown,2009112300,11/23/2009 0:00,17,0,3,3,11,36,0,0,0,0,0,0,2,8,25,0,0,0,8.3
00-0022092,C.Brown,2009112903,11/29/2009 0:00,20,0,3,3,11,56,1,0,0,8.5,0,1.5,2.5,9.5,30.5,0,0,0,16.6
,,,,,,,,,,,,,12.33333333,0,2,2.666666667,10,39,0.333333333,0,0,0
