player_id_lead,player_name_lead,game_id_lead,game_date,recieving_yards_lead,recieving_touchdowns_lead,receptions_lead,targets_lead,rush_attempts_lead,rushing_yards_lead,rush_touchdowns_lead,fumbles_lead,fumbles_lost_lead,recieving_yards_avg,recieving_tds_avg,receptions_avg,targets_avg,rush_attmpt_avg,rushing_yards_avg,rush_tds_avg,fumbles_avg,fumbles_lost_avg,Fpts
00-0027218,J.Bell,2015092713,9/27/2015 0:00,-2,0,1,1,11,6,1,0,0,24.66666667,0.166666667,2.833333333,3.833333333,17,73.83333333,0.666666667,0,0,7.4
00-0027218,J.Bell,2015111501,11/15/2015 0:00,18,0,2,3,14,17,0,0,0,19.33333333,0.166666667,2.5,3.166666667,16.5,60.66666667,0.833333333,0,0,5.5
00-0027218,J.Bell,2015120300,12/3/2015 0:00,25,0,2,2,8,5,0,0,0,22.66666667,0.166666667,2.666666667,3.333333333,15.66666667,55.5,0.833333333,0,0,5
00-0027218,J.Bell,2015122100,12/21/2015 0:00,30,0,2,3,8,71,1,0,0,24.16666667,0.166666667,2.666666667,3.333333333,13.16666667,41.16666667,0.5,0,0,18.1
,,,,,,,,,,,,,20.83333333,0,2.166666667,3,11.5,39.16666667,0.5,0,0,0
,,,,,,,,,,,,,41,0,3,4,17,74,0,0,0,0
00-0027325,L.Blount,2010111405,11/14/2010 0:00,0,0,0,1,19,91,1,0,0,9,0,2,2,22,120,2,0,0,15.1
00-0027325,L.Blount,2010122605,12/26/2010 0:00,3,0,1,1,18,164,0,0,0,4.5,0,1,1.5,20.5,105.5,1.5,0,0,20.7
00-0027325,L.Blount,2011010212,1/2/2011 0:00,2,0,2,2,19,66,0,1,1,4,0,1,1.333333333,19.66666667,125,1,0,0,7.8
00-0027325,L.Blount,2011092513,9/25/2011 0:00,13,0,1,3,24,81,0,0,0,3.5,0,1.25,1.5,19.5,110.25,0.75,0.25,0.25,10.4
00-0027325,L.Blount,2011100300,10/3/2011 0:00,14,0,1,2,25,127,1,0,0,5.4,0,1.2,1.8,20.4,104.4,0.6,0.2,0.2,24.1
00-0027325,L.Blount,2011100908,10/9/2011 0:00,31,0,2,3,10,34,0,0,0,6.833333333,0,1.166666667,1.833333333,21.16666667,108.1666667,0.666666667,0.166666667,0.166666667,8.5
00-0027325,L.Blount,2011110605,11/6/2011 0:00,8,0,2,3,13,72,0,0,0,10.5,0,1.166666667,2,19.16666667,93.83333333,0.333333333,0.166666667,0.166666667,10
00-0027325,L.Blount,2011111302,11/13/2011 0:00,0,0,1,2,10,34,0,0,0,11.83333333,0,1.5,2.333333333,18.16666667,90.66666667,0.166666667,0.166666667,0.166666667,4.4
00-0027325,L.Blount,2011112007,11/20/2011 0:00,6,0,1,1,18,107,1,0,0,11.33333333,0,1.5,2.5,16.83333333,69,0.166666667,0.166666667,0.166666667,21.3
00-0027325,L.Blount,2011112706,11/27/2011 0:00,56,0,3,3,20,103,0,1,1,12,0,1.333333333,2.333333333,16.66666667,75.83333333,0.333333333,0,0,20.9
00-0027325,L.Blount,2011120407,12/4/2011 0:00,0,0,0,2,11,19,0,0,0,19.16666667,0,1.666666667,2.333333333,16,79.5,0.333333333,0.166666667,0.166666667,1.9
00-0027325,L.Blount,2011121108,12/11/2011 0:00,6,0,1,2,18,74,1,0,1,16.83333333,0,1.5,2.333333333,13.66666667,61.5,0.166666667,0.166666667,0.166666667,14
00-0027325,L.Blount,2013120802,12/8/2013 0:00,32,0,1,2,8,42,0,0,0,12.66666667,0,1.333333333,2.166666667,15,68.16666667,0.333333333,0.166666667,0.333333333,8.4
00-0027325,L.Blount,2013121504,12/15/2013 0:00,6,0,1,1,11,47,0,0,0,16.66666667,0,1.166666667,2,14.16666667,63.16666667,0.333333333,0.166666667,0.333333333,6.3
00-0027325,L.Blount,2014100504,10/5/2014 0:00,17,0,3,3,8,29,0,0,0,17.66666667,0,1.166666667,1.833333333,14.33333333,65.33333333,0.333333333,0.166666667,0.333333333,7.6
00-0027325,L.Blount,2014120713,12/7/2014 0:00,11,0,2,2,20,66,0,0,0,19.5,0,1.5,2.166666667,12.66666667,52.33333333,0.166666667,0.166666667,0.333333333,9.7
00-0027325,L.Blount,2014121408,12/14/2014 0:00,7,0,2,2,8,17,1,0,0,12,0,1.333333333,2,12.66666667,46.16666667,0.166666667,0,0.166666667,10.4
00-0027325,L.Blount,2015092706,9/27/2015 0:00,14,0,1,1,18,78,3,0,0,13.16666667,0,1.666666667,2,12.16666667,45.83333333,0.333333333,0,0.166666667,28.2
00-0027325,L.Blount,2015101811,10/18/2015 0:00,11,1,1,1,16,93,1,0,0,14.5,0,1.666666667,1.833333333,12.16666667,46.5,0.666666667,0,0,23.4
00-0027325,L.Blount,2015102900,10/29/2015 0:00,2,0,1,1,17,72,0,0,0,11,0.166666667,1.666666667,1.666666667,13.5,55,0.833333333,0,0,8.4
00-0027325,L.Blount,2015111509,11/15/2015 0:00,11,0,2,2,19,66,1,0,0,10.33333333,0.166666667,1.666666667,1.666666667,14.5,59.16666667,0.833333333,0,0,15.7
00-0027325,L.Blount,2015112300,11/23/2015 0:00,5,0,1,2,16,56,0,0,0,9.333333333,0.166666667,1.5,1.5,16.33333333,65.33333333,1,0,0,7.1
00-0027325,L.Blount,2016100205,10/2/2016 0:00,4,0,3,3,13,54,0,0,0,8.333333333,0.166666667,1.333333333,1.5,15.66666667,63.66666667,1,0,0,8.8
00-0027325,L.Blount,2016101604,10/16/2016 0:00,20,0,2,2,13,50,1,0,0,7.833333333,0.166666667,1.5,1.666666667,16.5,69.83333333,0.833333333,0,0,15
00-0027325,L.Blount,2016102311,10/23/2016 0:00,7,0,1,1,24,127,2,0,0,8.833333333,0.166666667,1.666666667,1.833333333,15.66666667,65.16666667,0.5,0,0,29.4
00-0027325,L.Blount,2016112711,11/27/2016 0:00,0,0,0,1,11,67,0,0,0,8.166666667,0,1.666666667,1.833333333,17,70.83333333,0.666666667,0,0,6.7
00-0027325,L.Blount,2016121200,12/12/2016 0:00,7,0,1,1,18,72,1,0,0,7.833333333,0,1.5,1.833333333,16,70,0.666666667,0,0,14.9
00-0027325,L.Blount,2017091008,9/10/2017 0:00,1,1,1,1,14,46,0,0,0,7.166666667,0,1.333333333,1.666666667,15.83333333,71,0.666666667,0,0,11.7
00-0027325,L.Blount,2017100110,10/1/2017 0:00,20,0,1,1,16,136,0,0,0,6.5,0.166666667,1.333333333,1.5,15.5,69.33333333,0.666666667,0,0,19.6
00-0027325,L.Blount,2017102906,10/29/2017 0:00,4,0,1,1,16,48,1,0,0,9.166666667,0.166666667,1,1.166666667,16,83,0.666666667,0,0,12.2
00-0027325,L.Blount,2017123108,12/31/2017 0:00,11,0,1,1,9,37,0,0,0,6.5,0.166666667,0.833333333,1,16.5,82.66666667,0.666666667,0,0,5.8
00-0027325,L.Blount,2018091610,9/16/2018 0:00,-3,0,1,1,8,38,0,0,0,7.166666667,0.166666667,0.833333333,1,14,67.66666667,0.333333333,0,0,4.5
00-0027325,L.Blount,2018092313,9/23/2018 0:00,17,0,2,2,16,48,0,0,0,6.666666667,0.166666667,1,1,13.5,62.83333333,0.333333333,0,0,8.5
00-0027325,L.Blount,2018112200,11/22/2018 0:00,15,0,1,1,19,88,2,0,0,8.333333333,0.166666667,1.166666667,1.166666667,13.16666667,58.83333333,0.166666667,0,0,23.3
00-0027325,L.Blount,2018120202,12/2/2018 0:00,0,0,0,1,16,61,0,0,0,10.66666667,0,1.166666667,1.166666667,14,65.83333333,0.5,0,0,6.1
00-0027325,L.Blount,2018120911,12/9/2018 0:00,18,0,2,3,12,33,0,1,1,7.333333333,0,1,1.166666667,14,53.33333333,0.5,0,0,6.1
00-0027325,L.Blount,2018122307,12/23/2018 0:00,-5,0,2,4,11,29,0,0,0,9.666666667,0,1.166666667,1.5,13.33333333,50.83333333,0.333333333,0.166666667,0.166666667,4.4
,,,,,,,,,,,,,7,0,1.333333333,2,13.66666667,49.5,0.333333333,0.166666667,0.166666667,0
00-0027346,A.Smith,2013090810,9/8/2013 0:00,0,0,0,1,10,26,0,0,0,21,0,3,5,17,54,0,0,0,2.6
,,,,,,,,,,,,,10.5,0,1.5,3,13.5,40,0,0,0,0
,,,,,,,,,,,,,0,0,0,1,17,49,1,0,0,0
00-0027531,C.Ivory,2011121109,12/11/2011 0:00,0,0,0,1,13,53,0,0,0,17,0,1,1,15,158,0,0,0,5.3
00-0027531,C.Ivory,2012110500,11/5/2012 0:00,2,0,1,1,10,48,1,0,0,8.5,0,0.5,1,14,105.5,0,0,0,12
00-0027531,C.Ivory,2013090807,9/8/2013 0:00,0,0,0,2,10,15,0,0,0,6.333333333,0,0.666666667,1,12.66666667,86.33333333,0.333333333,0,0,1.5
00-0027531,C.Ivory,2013102007,10/20/2013 0:00,-2,0,1,2,34,104,0,0,0,4.75,0,0.5,1.25,12,68.5,0.25,0,0,14.2
00-0027531,C.Ivory,2013111700,11/17/2013 0:00,0,0,0,1,15,98,1,0,0,3.4,0,0.6,1.4,16.4,75.6,0.2,0,0,15.8
00-0027531,C.Ivory,2013120105,12/1/2013 0:00,12,0,1,1,12,61,0,0,0,2.833333333,0,0.5,1.333333333,16.16666667,79.33333333,0.333333333,0,0,8.3
00-0027531,C.Ivory,2013121510,12/15/2013 0:00,0,0,0,1,11,66,0,0,0,2,0,0.5,1.333333333,15.66666667,63.16666667,0.333333333,0,0,6.6
00-0027531,C.Ivory,2014091411,9/14/2014 0:00,3,0,1,1,13,43,1,0,0,2,0,0.5,1.333333333,15.33333333,65.33333333,0.333333333,0,0,11.6
00-0027531,C.Ivory,2014092200,9/22/2014 0:00,52,0,4,4,10,44,0,0,0,2.166666667,0,0.5,1.333333333,15.83333333,64.5,0.333333333,0,0,13.6
00-0027531,C.Ivory,2014092805,9/28/2014 0:00,16,0,2,6,17,84,0,0,0,10.83333333,0,1.166666667,1.666666667,15.83333333,69.33333333,0.333333333,0,0,12
00-0027531,C.Ivory,2014100510,10/5/2014 0:00,0,0,0,1,9,44,0,0,0,13.83333333,0,1.333333333,2.333333333,13,66,0.333333333,0,0,4.4
00-0027531,C.Ivory,2014101206,10/12/2014 0:00,14,0,1,2,8,7,0,0,0,13.83333333,0,1.333333333,2.333333333,12,57,0.166666667,0,0,3.1
00-0027531,C.Ivory,2014101600,10/16/2014 0:00,18,0,4,4,21,107,1,0,0,14.16666667,0,1.333333333,2.5,11.33333333,48,0.166666667,0,0,25.5
00-0027531,C.Ivory,2014102606,10/26/2014 0:00,0,0,0,2,13,43,2,0,0,17.16666667,0,2,3,13,54.83333333,0.333333333,0,0,16.3
00-0027531,C.Ivory,2014120705,12/7/2014 0:00,4,0,1,2,16,73,0,0,0,16.66666667,0,1.833333333,3.166666667,13,54.83333333,0.5,0,0,8.7
00-0027531,C.Ivory,2014121411,12/14/2014 0:00,1,0,1,1,12,25,1,0,0,8.666666667,0,1.333333333,2.833333333,14,59.66666667,0.5,0,0,9.6
00-0027531,C.Ivory,2014122805,12/28/2014 0:00,8,1,1,1,13,29,0,0,0,6.166666667,0,1.166666667,2,13.16666667,49.83333333,0.666666667,0,0,10.7
00-0027531,C.Ivory,2015091305,9/13/2015 0:00,9,0,1,1,20,91,2,0,0,7.5,0.166666667,1.333333333,2,13.83333333,47.33333333,0.666666667,0,0,23
00-0027531,C.Ivory,2015092100,9/21/2015 0:00,3,0,2,2,14,57,0,0,0,6.666666667,0.166666667,1.333333333,1.833333333,15.83333333,61.33333333,1,0,0,8
00-0027531,C.Ivory,2015100400,10/4/2015 0:00,0,0,0,2,29,166,1,0,0,4.166666667,0.166666667,1,1.5,14.66666667,53,0.833333333,0,0,25.6
00-0027531,C.Ivory,2015101801,10/18/2015 0:00,50,0,3,3,20,146,1,0,0,4.166666667,0.166666667,1,1.5,17.33333333,73.5,0.666666667,0,0,31.6
00-0027531,C.Ivory,2015102503,10/25/2015 0:00,12,1,2,2,17,41,0,0,0,11.83333333,0.166666667,1.333333333,1.666666667,18,85.66666667,0.833333333,0,0,13.3
00-0027531,C.Ivory,2015110109,11/1/2015 0:00,24,0,3,5,15,17,0,0,0,13.66666667,0.333333333,1.5,1.833333333,18.83333333,88.33333333,0.666666667,0,0,7.1
00-0027531,C.Ivory,2015110805,11/8/2015 0:00,22,0,3,3,23,26,2,0,0,16.33333333,0.166666667,1.833333333,2.5,19.16666667,86.33333333,0.666666667,0,0,19.8
00-0027531,C.Ivory,2015111200,11/12/2015 0:00,36,0,2,3,18,99,0,0,0,18.5,0.166666667,2.166666667,2.833333333,19.66666667,75.5,0.666666667,0,0,15.5
00-0027531,C.Ivory,2015112203,11/22/2015 0:00,9,0,1,1,8,36,0,0,0,24,0.166666667,2.166666667,3,20.33333333,82.5,0.666666667,0,0,5.5
00-0027531,C.Ivory,2015112905,11/29/2015 0:00,15,0,2,2,21,87,1,0,0,25.5,0.166666667,2.333333333,2.833333333,16.83333333,60.83333333,0.5,0,0,18.2
00-0027531,C.Ivory,2015120600,12/6/2015 0:00,22,0,5,5,10,47,0,0,0,19.66666667,0.166666667,2.166666667,2.666666667,17,51,0.5,0,0,11.9
00-0027531,C.Ivory,2015121301,12/13/2015 0:00,6,0,1,2,22,101,0,0,0,21.33333333,0,2.666666667,3.166666667,15.83333333,52,0.5,0,0,14.7
00-0027531,C.Ivory,2015121900,12/19/2015 0:00,5,0,1,2,13,37,0,0,0,18.33333333,0,2.333333333,2.666666667,17,66,0.5,0,0,5.2
00-0027531,C.Ivory,2015122702,12/27/2015 0:00,4,0,4,4,11,38,0,0,1,15.5,0,2,2.5,15.33333333,67.83333333,0.166666667,0,0,7.2
00-0027531,C.Ivory,2016092504,9/25/2016 0:00,9,0,1,1,12,14,0,0,0,10.16666667,0,2.333333333,2.666666667,14.16666667,57.66666667,0.166666667,0,0.166666667,3.3
00-0027531,C.Ivory,2016100200,10/2/2016 0:00,0,0,0,1,8,29,0,0,0,10.16666667,0,2.333333333,2.666666667,14.83333333,54,0.166666667,0,0.166666667,2.9
00-0027531,C.Ivory,2016101601,10/16/2016 0:00,3,0,2,2,11,32,1,0,0,7.666666667,0,2,2.5,12.66666667,44.33333333,0,0,0.166666667,11.5
00-0027531,C.Ivory,2016110603,11/6/2016 0:00,0,0,1,2,18,107,0,0,0,4.5,0,1.5,2,12.83333333,41.83333333,0.166666667,0,0.166666667,14.7
00-0027531,C.Ivory,2016111302,11/13/2016 0:00,10,0,2,3,9,31,0,0,0,3.5,0,1.5,2,12.16666667,42.83333333,0.166666667,0,0.166666667,6.1
00-0027531,C.Ivory,2016112003,11/20/2016 0:00,75,0,6,6,17,39,0,0,0,4.333333333,0,1.666666667,2.166666667,11.5,41.83333333,0.166666667,0,0.166666667,17.4
00-0027531,C.Ivory,2016112702,11/27/2016 0:00,11,0,1,1,9,44,1,0,0,16.16666667,0,2,2.5,12.5,42,0.166666667,0,0,12.5
00-0027531,C.Ivory,2016121804,12/18/2016 0:00,0,0,0,1,10,44,0,0,0,16.5,0,2,2.5,12,47,0.333333333,0,0,4.4
00-0027531,C.Ivory,2016122405,12/24/2016 0:00,69,0,4,6,14,45,1,0,0,16.5,0,2,2.5,12.33333333,49.5,0.333333333,0,0,21.4
00-0027531,C.Ivory,2017091005,9/10/2017 0:00,11,0,1,2,9,42,0,0,0,27.5,0,2.333333333,3.166666667,12.83333333,51.66666667,0.333333333,0,0,6.3
00-0027531,C.Ivory,2017100108,10/1/2017 0:00,2,0,1,3,9,42,0,0,0,29.33333333,0,2.333333333,3.166666667,11.33333333,40.83333333,0.333333333,0,0,5.4
00-0027531,C.Ivory,2017110502,11/5/2017 0:00,34,0,3,4,20,69,0,0,0,28,0,2.166666667,3.166666667,11.33333333,42.66666667,0.333333333,0,0,13.3
00-0027531,C.Ivory,2018092307,9/23/2018 0:00,70,0,3,4,20,56,0,0,0,21.16666667,0,1.666666667,2.833333333,11.83333333,47.66666667,0.333333333,0,0,15.6
00-0027531,C.Ivory,2018102103,10/21/2018 0:00,25,0,3,6,16,81,0,0,0,31,0,2,3.333333333,13.66666667,49.66666667,0.166666667,0,0,13.6
00-0027531,C.Ivory,2018120900,12/9/2018 0:00,0,0,0,1,12,42,0,0,0,35.16666667,0,2.5,4.166666667,14.66666667,55.83333333,0.166666667,0,0,4.2
00-0027531,C.Ivory,2018123001,12/30/2018 0:00,46,0,1,1,14,45,0,0,0,23.66666667,0,1.833333333,3.333333333,14.33333333,55.33333333,0,0,0,10.1
,,,,,,,,,,,,,29.5,0,1.833333333,3.166666667,15.16666667,55.83333333,0,0,0,0
00-0027651,D.McCluster,2011092509,9/25/2011 0:00,17,0,5,6,9,45,0,0,0,-2,0,4,5,8,51,0,1,1,11.2
00-0027651,D.McCluster,2011102308,10/23/2011 0:00,-3,0,1,2,10,38,0,0,0,7.5,0,4.5,5.5,8.5,48,0,0.5,0.5,4.5
00-0027651,D.McCluster,2011111305,11/13/2011 0:00,48,0,6,8,8,45,0,0,0,4,0,3.333333333,4.333333333,9,44.66666667,0,0.333333333,0.333333333,15.3
00-0027651,D.McCluster,2011112100,11/21/2011 0:00,9,0,2,2,8,39,0,0,0,15,0,4,5.25,8.75,44.75,0,0.25,0.25,6.8
00-0027651,D.McCluster,2011112711,11/27/2011 0:00,11,0,2,2,9,28,0,0,0,13.8,0,3.6,4.6,8.6,43.6,0,0.2,0.2,5.9
00-0027651,D.McCluster,2011120401,12/4/2011 0:00,46,1,4,5,9,61,0,0,0,13.33333333,0,3.333333333,4.166666667,8.666666667,41,0,0.166666667,0.166666667,20.7
00-0027651,D.McCluster,2012010113,1/1/2012 0:00,25,0,3,6,12,61,1,0,0,21.33333333,0.166666667,3.333333333,4.166666667,8.833333333,42.66666667,0,0,0,17.6
00-0027651,D.McCluster,2014090704,9/7/2014 0:00,17,0,1,2,9,29,0,0,0,22.66666667,0.166666667,3,4.166666667,9.333333333,45.33333333,0.166666667,0,0,5.6
00-0027651,D.McCluster,2014113002,11/30/2014 0:00,11,0,2,3,9,33,0,0,0,26,0.166666667,3,4.166666667,9.166666667,43.83333333,0.166666667,0,0,6.4
00-0027651,D.McCluster,2015092003,9/20/2015 0:00,26,0,4,4,10,98,0,0,0,19.83333333,0.166666667,2.333333333,3.333333333,9.333333333,41.83333333,0.166666667,0,0,16.4
00-0027651,D.McCluster,2015101106,10/11/2015 0:00,-2,0,1,1,8,20,0,0,0,22.66666667,0.166666667,2.666666667,3.666666667,9.666666667,51.66666667,0.166666667,0,0,2.8
00-0027651,D.McCluster,2015110803,11/8/2015 0:00,28,0,2,4,8,19,0,0,0,20.5,0.166666667,2.5,3.5,9.5,50.33333333,0.166666667,0,0,6.7
,,,,,,,,,,,,,17.5,0,2.166666667,3.333333333,9.333333333,43.33333333,0.166666667,0,0,0
00-0027666,M.Hardesty,2011101607,10/16/2011 0:00,18,0,2,4,11,35,0,0,0,19,0,3,4,14,67,0,0,0,7.3
00-0027666,M.Hardesty,2011102306,10/23/2011 0:00,27,0,2,2,33,95,0,0,0,18.5,0,2.5,4,12.5,51,0,0,0,14.2
00-0027666,M.Hardesty,2011120800,12/8/2011 0:00,9,0,2,2,11,24,0,0,0,21.33333333,0,2.333333333,3.333333333,19.33333333,65.66666667,0,0,0,5.3
00-0027666,M.Hardesty,2012101403,10/14/2012 0:00,9,0,1,1,15,56,1,0,0,18.25,0,2.25,3,17.25,55.25,0,0,0,13.5
00-0027666,M.Hardesty,2012120901,12/9/2012 0:00,0,0,0,1,10,52,0,0,0,16.4,0,2,2.6,16.8,55.4,0.2,0,0,5.2
00-0027666,M.Hardesty,2012123003,12/30/2012 0:00,0,0,0,1,14,37,0,0,0,13.66666667,0,1.666666667,2.333333333,15.66666667,54.83333333,0.166666667,0,0,3.7
,,,,,,,,,,,,,10.5,0,1.166666667,1.833333333,15.66666667,49.83333333,0.166666667,0,0,0
00-0027712,J.McKnight,2011110600,11/6/2011 0:00,0,0,0,1,9,27,0,0,0,15,0,2,3,32,158,0,0,0,2.7
00-0027712,J.McKnight,2011111700,11/17/2011 0:00,62,0,6,7,16,59,0,0,0,7.5,0,1,2,20.5,92.5,0,0,0,18.1
,,,,,,,,,,,,,25.66666667,0,2.666666667,3.666666667,19,81.33333333,0,0,0,0
00-0027772,A.Dixon,2010120506,12/5/2010 0:00,4,0,1,1,9,33,0,0,0,-5,0,1,1,14,54,1,0,0,4.7
00-0027772,A.Dixon,2010121209,12/12/2010 0:00,8,0,1,1,14,60,0,0,0,-0.5,0,1,1,11.5,43.5,0.5,0,0,7.8
00-0027772,A.Dixon,2011010214,1/2/2011 0:00,2,0,1,1,11,22,0,0,0,2.333333333,0,1,1,12.33333333,49,0.333333333,0,0,3.4
00-0027772,A.Dixon,2012010112,1/1/2012 0:00,6,0,1,1,8,21,1,0,0,2.25,0,1,1,12,42.25,0.25,0,0,9.7
00-0027772,A.Dixon,2014101901,10/19/2014 0:00,15,0,3,4,13,51,0,0,0,3,0,1,1,11.2,38,0.4,0,0,9.6
00-0027772,A.Dixon,2014111300,11/13/2014 0:00,13,0,2,2,10,35,0,0,0,5,0,1.333333333,1.5,11.5,40.16666667,0.333333333,0,0,6.8
00-0027772,A.Dixon,2014112301,11/23/2014 0:00,8,0,1,1,12,54,1,0,0,8,0,1.5,1.666666667,10.83333333,37,0.166666667,0,0,13.2
,,,,,,,,,,,,,8.666666667,0,1.5,1.666666667,11.33333333,40.5,0.333333333,0,0,0
00-0027779,D.Karim,2011111304,11/13/2011 0:00,25,0,3,3,9,7,0,0,0,39,0,3,3,14,33,0,0,0,6.2
00-0027779,D.Karim,2013122203,12/22/2013 0:00,-1,0,1,1,8,30,0,0,0,32,0,3,3,11.5,20,0,0,0,3.9
,,,,,,,,,,,,,21,0,2.333333333,2.333333333,10.33333333,23.33333333,0,0,0,0
00-0027786,J.Dwyer,2012090912,9/9/2012 0:00,11,0,2,4,9,43,0,0,0,6,0,1,1,11,107,0,0,0,7.4
00-0027786,J.Dwyer,2012091610,9/16/2012 0:00,12,0,1,2,12,28,0,0,0,8.5,0,1.5,2.5,10,75,0,0,0,5
00-0027786,J.Dwyer,2012102808,10/28/2012 0:00,8,0,1,1,17,107,0,0,0,9.666666667,0,1.333333333,2.333333333,10.66666667,59.33333333,0,0,0,15.5
00-0027786,J.Dwyer,2012111200,11/12/2012 0:00,4,0,1,1,19,56,0,0,0,9.25,0,1.25,2,12.25,71.25,0,0,0,7
00-0027786,J.Dwyer,2012111811,11/18/2012 0:00,26,0,3,3,12,55,0,0,0,8.2,0,1.2,1.8,13.6,68.2,0,0,0,11.1
00-0027786,J.Dwyer,2012112501,11/25/2012 0:00,9,0,2,2,9,19,0,0,0,11.16666667,0,1.5,2,13.33333333,66,0,0,0,4.8
00-0027786,J.Dwyer,2012120210,12/2/2012 0:00,8,0,3,4,16,49,1,0,0,11.66666667,0,1.666666667,2.166666667,13,51.33333333,0,0,0,14.7
00-0027786,J.Dwyer,2012120902,12/9/2012 0:00,18,0,3,4,8,32,0,0,0,11.16666667,0,1.833333333,2.166666667,14.16666667,52.33333333,0.166666667,0,0,8
00-0027786,J.Dwyer,2012121611,12/16/2012 0:00,0,0,0,1,9,22,1,0,0,12.16666667,0,2.166666667,2.5,13.5,53,0.166666667,0,0,8.2
00-0027786,J.Dwyer,2012123003,12/30/2012 0:00,9,0,1,2,11,52,0,0,0,10.83333333,0,2,2.5,12.16666667,38.83333333,0.333333333,0,0,7.1
00-0027786,J.Dwyer,2013092213,9/22/2013 0:00,9,0,1,3,12,39,0,0,0,11.66666667,0,2,2.666666667,10.83333333,38.16666667,0.333333333,0,0,5.8
00-0027786,J.Dwyer,2014090801,9/8/2014 0:00,8,0,2,3,8,20,0,0,0,8.833333333,0,1.666666667,2.666666667,10.83333333,35.5,0.333333333,0,0,4.8
,,,,,,,,,,,,,8.666666667,0,1.666666667,2.833333333,10.66666667,35.66666667,0.333333333,0,0,0
00-0027791,J.Starks,2011091807,9/18/2011 0:00,30,0,3,4,9,85,0,0,0,0,0,0,1,12,57,1,0,0,14.5
00-0027791,J.Starks,2011092511,9/25/2011 0:00,9,0,3,4,11,5,0,0,0,15,0,1.5,2.5,10.5,71,0.5,0,0,4.4
00-0027791,J.Starks,2011100211,10/2/2011 0:00,38,0,5,6,13,63,0,0,0,13,0,2,3,10.66666667,49,0.333333333,0,0,15.1
00-0027791,J.Starks,2011100911,10/9/2011 0:00,19,0,2,3,12,40,0,0,0,19.25,0,2.75,3.75,11.25,52.5,0.25,0,0,7.9
00-0027791,J.Starks,2011101605,10/16/2011 0:00,17,0,2,2,13,49,0,0,0,19.2,0,2.6,3.6,11.4,50,0.2,0,0,8.6
00-0027791,J.Starks,2011102309,10/23/2011 0:00,24,0,3,4,13,75,0,0,0,18.83333333,0,2.5,3.333333333,11.66666667,49.83333333,0.166666667,0,0,12.9
00-0027791,J.Starks,2011110610,11/6/2011 0:00,9,0,1,1,13,66,0,0,0,22.83333333,0,3,3.833333333,11.83333333,52.83333333,0,0,0,8.5
00-0027791,J.Starks,2011111400,11/14/2011 0:00,11,0,3,4,13,63,0,0,0,19.33333333,0,2.666666667,3.333333333,12.5,49.66666667,0,0,0,10.4
00-0027791,J.Starks,2011112007,11/20/2011 0:00,53,0,6,6,11,38,0,0,0,19.66666667,0,2.666666667,3.333333333,12.83333333,59.33333333,0,0,0,15.1
00-0027791,J.Starks,2012111801,11/18/2012 0:00,6,0,1,1,25,74,0,0,0,22.16666667,0,2.833333333,3.333333333,12.5,55.16666667,0,0,0,9
00-0027791,J.Starks,2012112511,11/25/2012 0:00,0,0,0,1,8,35,0,0,0,20,0,2.666666667,3,14.66666667,60.83333333,0,0,0,3.5
00-0027791,J.Starks,2012120201,12/2/2012 0:00,16,0,2,2,15,66,1,0,0,17.16666667,0,2.333333333,2.833333333,13.83333333,58.5,0,0,0,16.2
00-0027791,J.Starks,2013091504,9/15/2013 0:00,36,0,4,5,20,132,1,0,0,15.83333333,0,2.166666667,2.5,14.16666667,57,0.166666667,0,0,29.8
00-0027791,J.Starks,2013122212,12/22/2013 0:00,23,0,1,1,10,47,0,0,0,20.33333333,0,2.666666667,3.166666667,15.33333333,68,0.333333333,0,0,8
00-0027791,J.Starks,2013122901,12/29/2013 0:00,7,0,1,2,11,88,0,0,0,22.33333333,0,2.333333333,2.666666667,14.83333333,65.33333333,0.333333333,0,0,10.5
00-0027791,J.Starks,2014092103,9/21/2014 0:00,0,0,0,1,8,38,0,0,0,14.66666667,0,1.5,2,14.83333333,73.66666667,0.333333333,0,0,3.8
00-0027791,J.Starks,2014100200,10/2/2014 0:00,2,0,2,2,12,46,0,0,0,13.66666667,0,1.333333333,2,12,67.66666667,0.333333333,0,0,6.8
00-0027791,J.Starks,2014101204,10/12/2014 0:00,11,0,2,5,8,31,0,0,0,14,0,1.666666667,2.166666667,12.66666667,69.5,0.333333333,0,0,6.2
00-0027791,J.Starks,2014111603,11/16/2014 0:00,17,0,2,2,8,9,0,0,0,13.16666667,0,1.666666667,2.666666667,11.5,63.66666667,0.166666667,0,0,4.6
00-0027791,J.Starks,2014120800,12/8/2014 0:00,26,0,2,2,10,75,1,0,0,10,0,1.333333333,2.166666667,9.5,43.16666667,0,0,0,18.1
00-0027791,J.Starks,2015092013,9/20/2015 0:00,11,0,4,4,20,95,0,1,1,10.5,0,1.5,2.333333333,9.5,47.83333333,0.166666667,0,0,13.6
00-0027791,J.Starks,2015092800,9/28/2015 0:00,19,0,1,1,17,32,0,0,0,11.16666667,0,2,2.666666667,11,49,0.166666667,0.166666667,0.166666667,6.1
00-0027791,J.Starks,2015100409,10/4/2015 0:00,11,0,2,2,9,28,0,0,0,14.33333333,0,2.166666667,2.666666667,12.5,48,0.166666667,0.166666667,0.166666667,5.9
