season,position,n,scoresense_mae,season_avg_mae,last_game_mae,ffopportunity_mae,espn_mae,fantasypros_mae,site_composite_mae,model_blended_mae
2019,qb,599,4.61564666357503,7.079813107206347,8.224718649991367,4.787775916344047,16.617300784778703,5.9646926434057175,7.292563949075713,4.61564666357503
2020,qb,634,5.160810177989482,6.957846834705024,8.24126542494735,4.235555531668048,14.701714521592331,5.463015842189392,7.264783896144422,5.160810177989482
2021,qb,667,4.911821665174663,6.803147002912941,8.100886379090742,4.582297279606979,15.623833432798358,5.5861701849729135,7.094303328389582,4.911821665174663
2022,qb,648,5.054228257358845,6.234973695857997,7.172867826738015,4.5145833649490905,17.755945288527077,5.517448963793565,6.402172766578282,5.054228257358845
2023,qb,663,5.015307173039229,6.326150848864468,7.393995460802703,4.094833820900258,18.37331927437646,,6.530018767913244,5.015307173039229
2024,qb,664,4.9356024227119235,6.610319964137171,7.683306365111192,4.24313253824341,17.09822559990164,5.002777810792129,6.783977549832192,4.9356024227119235
