season,week,receiver_player_id,receiver,receiver_player_name,targets,avg_air_yards,avg_cpoe,avg_xyac_epa,target_quality_score,td_rate
2024,10,00-0037231,K.Austin,K.Austin,2,12.5,34.02899,0.21128407,1.3974115,0.0
2024,10,00-0036422,A.Trautman,A.Trautman,1,5.0,23.930979,0.5100547,1.3758526,0.0
2024,10,00-0039907,J.Polk,J.Polk,1,2.0,46.012722,,1.3627197,1.0
2024,10,00-0039424,D.Vele,D.Vele,4,5.75,33.514053,0.819743,1.2316613,0.25
2024,10,00-0033526,S.Perine,S.Perine,2,4.5,31.121239,1.126515,1.2061765,0.0
2024,10,00-0036894,P.Freiermuth,P.Freiermuth,3,1.6666666,26.516607,1.1362885,1.171766,0.33333334
2024,10,00-0039890,A.Mitchell,A.Mitchell,6,8.666667,29.845411,0.6172584,1.1317737,0.0
2024,10,00-0037539,L.Krull,L.Krull,2,8.0,34.313637,0.25400418,1.0954902,0.0
2024,10,00-0037228,J.Warren,J.Warren,2,0.5,25.409985,1.1686369,1.0898148,0.0
2024,10,00-0033908,C.Kupp,C.Kupp,7,9.714286,33.95742,0.48790666,1.0571233,0.0
2024,10,00-0033288,G.Kittle,G.Kittle,4,8.5,28.20915,0.5597489,1.0421269,0.25
2024,10,00-0039650,B.Oliver,B.Oliver,2,8.0,31.056602,0.3807686,0.9879502,0.0
2024,10,00-0039849,M.Harrison,M.Harrison,5,7.0,30.816671,0.7450344,0.980461,0.2
2024,10,00-0038394,W.Mallory,W.Mallory,1,6.0,39.11281,0.32224175,0.96940595,0.0
2024,10,00-0037614,J.Metchie,J.Metchie,6,11.333333,21.960165,0.39415723,0.9325902,0.16666667
2024,10,00-0038573,D.Davis,D.Davis,1,-5.0,10.604304,1.266829,0.9207288,0.0
2024,10,00-0038938,J.Hyatt,J.Hyatt,4,9.5,30.349842,0.45550257,0.91772985,0.0
2024,10,00-0036637,N.Gray,N.Gray,2,-0.5,20.332561,1.492656,0.9174217,0.0
2024,10,00-0036876,K.Granson,K.Granson,2,6.0,31.210403,0.5013585,0.90909374,0.0
2024,10,00-0034975,J.Hill,J.Hill,2,-8.0,34.717827,1.5413995,0.90689456,0.0
2024,10,00-0037744,T.McBride,T.McBride,5,9.4,20.447796,0.59859127,0.9068488,0.0
2024,10,00-0036984,T.Sermon,T.Sermon,1,4.0,40.21907,0.9956699,0.9003897,0.0
2024,10,00-0037247,G.Pickens,G.Pickens,7,17.714285,18.761164,0.6605826,0.8956105,0.14285715
2024,10,00-0037240,J.Williams,J.Williams,5,28.0,16.746449,0.65138614,0.89031,0.0
2024,10,00-0036182,N.Westbrook-Ikhine,N.Westbrook-Ikhine,3,9.333333,29.456503,0.27594241,0.88441694,0.0
2024,10,00-0035659,T.McLaurin,T.McLaurin,6,11.0,18.360968,0.620691,0.86261976,0.0
2024,10,00-0036875,R.Stevenson,R.Stevenson,1,-5.0,40.955044,1.4262496,0.8400153,0.0
2024,10,00-0031235,O.Beckham,O.Beckham,2,7.5,24.105984,0.5224541,0.8281253,0.0
2024,10,00-0035537,Ty.Johnson,Ty.Johnson,3,0.6666667,27.09632,0.6244568,0.79857725,0.0
2024,10,00-0034753,M.Andrews,M.Andrews,7,9.857142,22.214434,0.46397266,0.7814775,0.14285715
2024,10,00-0035229,T.Hockenson,T.Hockenson,9,7.4444447,21.083595,0.5620778,0.7600001,0.0
2024,10,00-0036887,L.Farrell,L.Farrell,2,4.0,23.205982,0.6477633,0.7319244,0.0
2024,10,00-0039747,A.Smith,A.Smith,2,0.5,30.454353,0.9268789,0.72041345,0.0
2024,10,00-0037809,C.Okonkwo,C.Okonkwo,1,5.0,22.067225,0.33406532,0.69606316,0.0
2024,10,00-0034487,T.Sherfield,T.Sherfield,1,6.0,19.821686,0.5202487,0.6947673,0.0
2024,10,00-0037805,J.Ruckert,J.Ruckert,2,6.5,24.56379,0.5124456,0.6841378,0.0
2024,10,00-0039041,E.Higgins,E.Higgins,2,6.5,26.772846,0.40880933,0.6801178,0.0
2024,10,00-0035676,A.Brown,A.Brown,7,17.428572,16.232573,0.5740005,0.6720509,0.0
2024,10,00-0038120,B.Hall,B.Hall,4,1.75,22.588526,0.9405424,0.66019684,0.0
2024,10,00-0037569,P.Hendershot,P.Hendershot,1,0.0,27.024096,0.6440895,0.66011775,0.0
2024,10,00-0039798,I.Davis,I.Davis,1,3.0,19.661022,0.5615021,0.6270975,0.0
2024,10,00-0039342,X.Legette,X.Legette,4,10.25,14.292641,0.80334723,0.6259711,0.0
2024,10,00-0039738,B.Corum,B.Corum,1,1.0,16.54694,1.1193929,0.6259616,0.0
2024,10,00-0034798,D.Smythe,D.Smythe,1,6.0,23.24928,0.7806003,0.61913633,0.0
2024,10,00-0034383,D.Schultz,D.Schultz,4,12.0,9.983791,0.7391738,0.60901165,0.0
2024,10,00-0037740,G.Wilson,G.Wilson,6,6.8333335,17.360733,0.26135388,0.60127336,0.0
2024,10,00-0033553,J.Conner,J.Conner,5,-2.2,13.750772,1.0190498,0.6002976,0.0
2024,10,00-0033280,C.McCaffrey,C.McCaffrey,7,5.285714,15.214348,0.86598545,0.580986,0.0
2024,10,00-0036550,R.Bateman,R.Bateman,8,10.5,16.711966,0.37123087,0.57607436,0.125
2024,10,00-0036919,K.Gainwell,K.Gainwell,1,1.0,17.57803,0.74231607,0.55741847,0.0
2024,10,00-0036158,J.Dobbins,J.Dobbins,3,-4.6666665,21.67254,1.5272189,0.55317914,0.0
2024,10,00-0039032,T.Spears,T.Spears,3,-1.0,24.884394,0.8842354,0.5359743,0.0
2024,10,00-0036165,I.Hodgins,I.Hodgins,1,6.0,20.976847,0.36990783,0.5330259,0.0
2024,10,00-0039921,T.Benson,T.Benson,2,-4.0,10.971865,1.0760871,0.4872756,0.0
2024,10,00-0036275,D.Swift,D.Swift,1,2.0,21.84897,1.3421695,0.48223194,0.0
2024,10,00-0038046,C.Kolar,C.Kolar,1,4.0,22.694939,0.552345,0.4763082,0.0
2024,10,00-0036900,J.Chase,J.Chase,17,14.294118,5.78437,0.46543434,0.46978292,0.1764706
2024,10,00-0030564,D.Hopkins,D.Hopkins,5,7.6,15.875463,0.36601007,0.46896678,0.0
2024,10,00-0038608,K.Boutte,K.Boutte,6,19.5,7.841213,0.7596481,0.4667225,0.0
2024,10,00-0033357,T.Hill,T.Hill,2,0.0,14.187767,0.8988755,0.46656102,0.0
2024,10,00-0035250,D.Singletary,D.Singletary,1,2.0,19.222683,0.73710924,0.46299136,0.0
2024,10,00-0038976,M.Mims,M.Mims,4,-2.25,22.911554,1.3002439,0.46238315,0.0
2024,10,00-0031763,D.Carter,D.Carter,1,5.0,23.302061,0.3926265,0.44768536,0.0
2024,10,00-0036849,T.Atwell,T.Atwell,1,5.0,19.451826,0.46574104,0.447312,0.0
2024,10,00-0036988,J.Palmer,J.Palmer,2,24.0,0.79084206,0.47696298,0.44002238,0.0
2024,10,00-0032392,A.Hooper,A.Hooper,4,13.75,16.687256,0.34803358,0.4382095,0.0
2024,10,00-0034365,I.Thomas,I.Thomas,1,2.0,19.78408,1.0336014,0.43710783,0.0
2024,10,00-0031687,R.Mostert,R.Mostert,3,3.0,-3.6235847,1.5317578,0.40153876,0.0
2024,10,00-0037256,R.White,R.White,7,0.85714287,9.39854,0.92475766,0.39154997,0.14285715
2024,10,00-0035689,D.Knox,D.Knox,3,10.333333,6.2483373,0.76491666,0.3906885,0.0
2024,10,00-0039361,B.Irving,B.Irving,3,-3.0,17.44397,1.1843818,0.3770091,0.0
2024,10,00-0039794,B.Allen,B.Allen,1,-3.0,10.397667,1.233563,0.37092727,0.0
2024,10,00-0035261,T.Pollard,T.Pollard,4,-3.25,14.808337,1.1358628,0.37060702,0.0
2024,10,00-0034613,T.Hudson,T.Hudson,8,2.857143,16.874891,0.65702766,0.33956438,0.125
2024,10,00-0037664,A.Pierce,A.Pierce,7,16.857143,5.7892447,0.46637422,0.33251005,0.14285715
2024,10,00-0034386,Ju.Watson,Ju.Watson,2,2.0,18.467855,0.8025497,0.3320324,0.0
2024,10,00-0036997,J.Williams,J.Williams,2,-4.0,22.736633,0.747993,0.3109259,0.0
2024,10,00-0034860,D.Pettis,D.Pettis,1,-3.0,11.175102,1.0327082,0.28078893,0.0
2024,10,00-0034407,R.McCloud,R.McCloud,4,11.25,7.1427245,0.47433224,0.26351628,0.0
2024,10,00-0030279,K.Allen,K.Allen,6,6.5,14.608921,0.384416,0.26154476,0.0
2024,10,00-0035140,M.Hardman,M.Hardman,1,-3.0,12.650174,1.2445441,0.24920055,0.0
2024,10,00-0037292,A.Ogletree,A.Ogletree,1,2.0,16.605324,0.7183329,0.24682267,0.0
2024,10,00-0036510,K.Yeboah,K.Yeboah,1,-3.0,11.764884,1.1357689,0.24520613,0.0
2024,10,00-0036139,R.Dowdle,R.Dowdle,3,-1.6666666,18.048796,0.9835076,0.24456872,0.0
2024,10,00-0032764,D.Henry,D.Henry,1,-5.0,13.590735,1.1259934,0.22962724,0.0
2024,10,00-0034837,C.Ridley,C.Ridley,9,16.555555,-1.1304092,0.7627214,0.22082053,0.22222222
2024,10,00-0035719,D.Samuel,D.Samuel,6,5.3333335,6.5031643,0.42761794,0.21942496,0.0
2024,10,00-0038621,D.Douglas,D.Douglas,5,1.4,4.3558455,0.9720564,0.20138425,0.0
2024,10,00-0039040,D.Achane,D.Achane,5,-3.0,13.876605,1.0200517,0.18880874,0.0
2024,10,00-0034159,W.Dissly,W.Dissly,6,6.5,11.208888,0.5689376,0.1781744,0.0
2024,10,00-0034348,C.Sutton,C.Sutton,9,11.222222,2.9935477,0.30708,0.16509545,0.11111111
2024,10,00-0039916,R.Pearsall,R.Pearsall,6,10.333333,5.598493,0.38198888,0.16411607,0.16666667
2024,10,00-0035249,J.Oliver,J.Oliver,6,12.833333,2.4613216,0.567037,0.16117689,0.0
2024,10,00-0039631,C.Grandy,C.Grandy,1,-1.0,13.881755,1.2065662,0.15954688,0.0
2024,10,00-0038559,Mi.Wilson,Mi.Wilson,4,10.5,5.144215,0.46647823,0.15891299,0.0
2024,10,00-0036970,K.Pitts,K.Pitts,6,11.5,1.1159028,0.54826075,0.14463393,0.0
2024,10,00-0033906,A.Kamara,A.Kamara,6,2.8333333,6.244108,0.9544578,0.13607,0.0
2024,10,00-0035500,G.Dortch,G.Dortch,1,-7.0,13.942838,1.3855665,0.13526472,0.0
2024,10,00-0036414,C.Akers,C.Akers,1,-4.0,11.244077,0.82458913,0.119931325,0.0
2024,10,00-0036912,D.Smith,D.Smith,3,13.333333,2.0973625,0.5600645,0.11891028,0.0
2024,10,00-0038597,C.Brown,C.Brown,11,-0.36363637,4.1115046,1.0783513,0.097854875,0.0
2024,10,00-0036973,T.Etienne,T.Etienne,1,-5.0,13.414961,1.2912325,0.09243847,0.0
2024,10,00-0038619,A.Iosivas,A.Iosivas,4,14.25,-1.4168634,0.35256204,0.08106731,0.0
2024,10,00-0035406,L.Humphrey,L.Humphrey,3,7.0,-3.7910097,1.1888752,0.06696656,0.0
2024,10,00-0033858,J.Smith,J.Smith,4,4.0,-4.316143,0.7040189,0.060199715,0.0
2024,10,00-0033881,E.Engram,E.Engram,8,6.625,5.021016,0.52431643,0.057324685,0.0
2024,10,00-0039074,D.Allen,D.Allen,6,2.6666667,3.8166225,0.8638663,0.036326986,0.0
2024,10,00-0030506,T.Kelce,T.Kelce,12,6.8333335,0.68553543,0.5561564,0.03130211,0.083333336
2024,10,00-0036963,A.St. Brown,A.St. Brown,8,3.625,-1.9841123,0.88113713,0.010561909,0.125
2024,10,00-0036259,J.Jennings,J.Jennings,11,7.6363635,0.48992765,0.47875443,0.0096376585,0.0
2024,10,00-0033923,K.Hunt,K.Hunt,10,-1.5,-1.6346664,1.1819588,-0.014123505,0.0
2024,10,00-0037238,D.London,D.London,13,11.384615,1.6420944,0.46427026,-0.037699822,0.0
2024,10,00-0033040,T.Hill,T.Hill,4,4.5,1.6575332,0.96434283,-0.09038454,0.25
2024,10,00-0036309,D.Mooney,D.Mooney,9,15.888889,-5.0025554,0.3712894,-0.09738395,0.0
2024,10,00-0034351,D.Goedert,D.Goedert,3,10.0,12.881513,0.29517838,-0.10427584,0.33333334
2024,10,00-0038117,W.Robinson,W.Robinson,8,8.0,-5.871136,0.6764939,-0.11736694,0.0
2024,10,00-0039075,P.Nacua,P.Nacua,14,9.357142,-4.615033,0.62352383,-0.13611381,0.0
2024,10,00-0039355,L.McCaffrey,L.McCaffrey,3,22.0,-11.416073,0.46435928,-0.14344265,0.0
2024,10,00-0036427,T.Johnson,T.Johnson,4,3.25,-6.110525,0.77369815,-0.15386328,0.0
2024,10,00-0039065,S.LaPorta,S.LaPorta,6,14.5,0.46841684,0.6821125,-0.15386917,0.16666667
2024,10,00-0036040,J.Johnson,J.Johnson,3,8.666667,-2.7010052,0.753925,-0.16300158,0.0
2024,10,00-0039337,M.Nabers,M.Nabers,10,11.1,-2.618307,0.4823765,-0.16432466,0.0
2024,10,00-0033293,A.Jones,A.Jones,3,6.3333335,-3.4814618,0.77806455,-0.17771895,0.0
2024,10,00-0037120,T.Goodson,T.Goodson,3,4.0,-6.487911,0.5154561,-0.18870795,0.33333334
2024,10,00-0038997,J.Downs,J.Downs,10,7.5,-1.6272812,0.9147307,-0.19636342,0.0
2024,10,00-0037666,J.Tolbert,J.Tolbert,5,14.4,-1.2947319,1.0400617,-0.200772,0.0
2024,10,00-0039868,T.Franklin,T.Franklin,3,26.0,-8.776309,0.5739534,-0.2091387,0.0
2024,10,00-0038542,B.Robinson,B.Robinson,4,4.25,-7.1364846,0.83890253,-0.23814575,0.0
2024,10,00-0037840,K.Williams,K.Williams,6,-3.1666667,-2.3890038,0.8903386,-0.26063254,0.0
2024,10,00-0039847,T.Johnson,T.Johnson,6,7.8333335,-1.9722872,0.4242352,-0.2616258,0.0
2024,10,00-0039893,B.Thomas,B.Thomas,3,7.6666665,-2.5206234,0.4066926,-0.2647411,0.0
2024,10,00-0031549,N.Agholor,N.Agholor,2,6.0,-8.883804,0.26324406,-0.27039003,0.5
2024,10,00-0039919,R.Odunze,R.Odunze,6,11.166667,-9.515949,0.6817382,-0.27531743,0.0
2024,10,00-0035216,Di.Johnson,D.Johnson,2,17.5,-5.0761423,0.4543805,-0.2807095,0.0
2024,10,00-0038129,C.Otton,C.Otton,8,4.125,-11.434105,0.8547301,-0.28707355,0.0
2024,10,00-0039064,Z.Flowers,Z.Flowers,6,5.1666665,-8.318303,0.7298085,-0.29351,0.0
2024,10,00-0033589,D.Moore,D.Moore,4,10.5,-10.358017,0.50970685,-0.30264708,0.0
2024,10,00-0036358,C.Lamb,C.Lamb,10,5.5,-7.84879,0.73886204,-0.31343466,0.0
2024,10,00-0037261,K.Shakir,K.Shakir,9,6.6666665,-8.796589,0.8124361,-0.3217803,0.0
2024,10,00-0038935,B.Strange,B.Strange,3,3.0,-7.7794456,0.6793347,-0.39023325,0.0
2024,10,00-0033699,A.Ekeler,A.Ekeler,2,1.0,-7.518667,1.0351393,-0.4205479,0.0
2024,10,00-0038994,J.Addison,J.Addison,5,15.4,-15.887619,0.44680366,-0.43073434,0.0
2024,10,00-0036613,J.Waddle,J.Waddle,6,12.833333,-14.663465,0.5616794,-0.45114315,0.0
2024,10,00-0034829,M.Gesicki,M.Gesicki,9,9.555555,-12.615554,0.4183347,-0.5232822,0.0
2024,10,00-0033897,J.Mixon,J.Mixon,4,0.25,-24.10363,1.0699204,-0.53125304,0.0
2024,10,00-0036322,J.Jefferson,J.Jefferson,9,8.333333,-4.1252155,0.50299186,-0.54708886,0.0
2024,10,00-0039880,M.Washington,M.Washington,2,11.0,-20.454828,0.4097016,-0.5827646,0.0
2024,10,00-0038821,R.Jarrett,R.Jarrett,4,7.0,-14.062155,0.43751588,-0.59385204,0.0
2024,10,00-0039920,M.Corley,M.Corley,2,6.0,-7.982317,0.6076118,-0.6045375,0.0
2024,10,00-0038041,J.Ferguson,J.Ferguson,5,0.0,-3.6157157,0.68377435,-0.6146594,0.0
2024,10,00-0033591,N.Brown,N.Brown,7,9.285714,-20.621403,0.6017524,-0.6184052,0.0
2024,10,00-0038977,T.Dell,T.Dell,9,8.777778,-11.381321,0.5730139,-0.6276903,0.0
2024,10,00-0037837,C.Austin,C.Austin,6,13.166667,-21.114813,0.6941482,-0.68409264,0.0
2024,10,00-0036626,D.Brown,D.Brown,3,-2.0,-8.675929,1.1499393,-0.6952175,0.0
2024,10,00-0039359,C.Stover,C.Stover,2,10.0,-20.697868,0.55752265,-0.7288746,0.0
2024,10,00-0030061,Z.Ertz,Z.Ertz,8,3.125,-21.449776,1.0867368,-0.73192644,0.0
2024,10,00-0039491,J.Coker,J.Coker,8,10.25,-23.898064,0.7873229,-0.7453398,0.0
2024,10,00-0036290,C.Kmet,C.Kmet,4,4.75,-22.914265,0.5083436,-0.76105773,0.0
2024,10,00-0036196,G.Davis,G.Davis,4,22.0,-22.51595,0.5797083,-0.7852189,0.0
2024,10,00-0031381,D.Adams,D.Adams,13,6.3076925,-19.870863,0.6689915,-0.78898704,0.0
2024,10,00-0039139,J.Gibbs,J.Gibbs,3,-6.0,-20.332464,1.3850269,-0.7927729,0.0
2024,10,00-0036555,C.Hubbard,C.Hubbard,6,-1.6666666,-13.324516,0.9619498,-0.81716985,0.0
2024,10,00-0039810,J.Burton,J.Burton,5,17.8,-23.638914,0.7401506,-0.8294827,0.0
2024,10,00-0038824,R.Miller,R.Miller,3,14.333333,-29.032906,0.54507464,-0.854364,0.0
2024,10,00-0034827,D.Moore,D.Moore,6,4.5,-23.655212,0.67325896,-0.86321604,0.0
2024,10,00-0038496,X.Gipson,X.Gipson,1,48.0,-33.563667,0.58535415,-0.8655401,0.0
2024,10,00-0039894,X.Worthy,X.Worthy,4,14.75,-31.742435,0.7891929,-0.89814687,0.0
2024,10,00-0035685,D.Montgomery,D.Montgomery,2,-0.5,-35.819187,1.0361087,-0.9050808,0.0
2024,10,00-0038640,J.Brooks,J.Brooks,4,17.25,-26.606033,0.5378833,-0.9242121,0.0
2024,10,00-0038933,D.Kincaid,D.Kincaid,5,3.4,-32.73171,1.0280244,-0.94408256,0.0
2024,10,00-0037291,J.Nailor,J.Nailor,3,9.0,-30.226557,0.4718328,-0.94488287,0.0
2024,10,00-0033282,C.Samuel,C.Samuel,8,7.375,-22.149712,0.69904333,-0.96210116,0.0
2024,10,00-0036415,V.Jefferson,V.Jefferson,2,29.0,-34.246532,0.561802,-0.9657623,0.0
2024,10,00-0034270,T.Conklin,T.Conklin,2,4.0,-31.650192,0.6615293,-1.0039763,0.0
2024,10,00-0039021,R.Johnson,R.Johnson,2,6.0,-29.08402,0.40803713,-1.0251921,0.0
2024,10,00-0032385,S.Shepard,S.Shepard,3,11.333333,-27.826965,0.36740896,-1.041549,0.0
2024,10,00-0038618,X.Hutchinson,X.Hutchinson,4,5.25,-27.53152,0.49478877,-1.0722448,0.0
2024,10,00-0032775,D.Robinson,D.Robinson,5,17.0,-30.042377,0.5270198,-1.1046178,0.0
2024,10,00-0033090,H.Henry,H.Henry,4,2.75,-32.602985,0.8129325,-1.185101,0.0
2024,10,00-0038678,J.Mims,J.Mims,2,-1.5,-31.346914,0.99397516,-1.1923033,0.0
2024,10,00-0030431,R.Woods,R.Woods,3,5.3333335,-34.008442,1.1160394,-1.2066923,0.0
2024,10,00-0038558,D.Washington,D.Washington,3,1.6666666,-44.493862,0.9646161,-1.3257694,0.0
2024,10,00-0036345,K.Osborn,K.Osborn,1,12.0,-34.05637,,-1.3592863,0.0
2024,10,00-0039052,T.Palmer,T.Palmer,1,22.0,-45.413708,0.5144934,-1.3747336,0.0
2024,10,00-0037216,J.Ross,J.Ross,1,10.0,-31.238525,,-1.3798826,0.0
2024,10,00-0039384,T.Tracy,T.Tracy,2,-0.5,-27.762772,1.2081348,-1.3809818,0.0
2024,10,00-0035208,O.Zaccheaus,O.Zaccheaus,3,5.0,-42.15073,0.6400639,-1.4006974,0.0
2024,10,00-0036223,J.Taylor,J.Taylor,4,-1.25,-29.879932,0.84179336,-1.4308245,0.0
2024,10,00-0037248,J.Cook,J.Cook,3,-3.0,-55.772064,1.353073,-1.6372365,0.0
2024,10,00-0035795,J.Pierre,J.Pierre,1,14.0,-54.02674,2.356681,-1.7044626,0.0
2024,10,00-0038589,J.Whyle,J.Whyle,1,8.0,-45.554726,,-1.9197077,0.0
2024,10,00-0036387,J.Reagor,J.Reagor,1,3.0,-60.825413,0.16896626,-1.9329591,0.0
2024,10,00-0034981,F.Moreau,F.Moreau,2,12.5,-62.959183,0.48598784,-2.040796,0.0
2024,10,00-0038720,J.Hill,J.Hill,1,5.0,-82.40609,0.5768289,-2.112511,0.0
2024,10,00-0037086,G.Calcaterra,G.Calcaterra,1,9.0,-62.286438,0.23535784,-2.2509327,0.0
2024,10,00-0031585,M.Pruitt,M.Pruitt,1,10.0,-72.093056,0.26273984,-2.3204956,0.0
2024,10,00-0038738,H.Luepke,H.Luepke,1,3.0,-78.21643,0.16135572,-2.4146175,0.0
2024,10,00-0038547,L.Schoonmaker,L.Schoonmaker,1,2.0,-82.24916,0.87701315,-2.4940748,0.0
2024,10,00-0034830,H.Hurst,H.Hurst,1,-1.0,-85.3103,1.4316252,-2.553355,0.0
2024,10,00-0036429,C.Woerner,C.Woerner,1,-5.0,-88.92262,1.2635173,-2.6239777,0.0
2024,9,00-0037741,J.Dotson,J.Dotson,1,36.0,66.3518,0.6352597,2.7468834,0.0
2024,9,00-0037291,J.Nailor,J.Nailor,1,7.0,68.65555,,2.3753607,1.0
2024,9,00-0031549,N.Agholor,N.Agholor,1,24.0,56.648445,0.46059498,2.3609066,0.0
2024,9,00-0039732,B.Nix,B.Nix,1,2.0,46.2142,,2.0327892,1.0
2024,9,00-0036613,J.Waddle,J.Waddle,2,9.5,54.99089,0.24600375,1.9533937,0.5
2024,9,00-0036876,K.Granson,K.Granson,1,18.0,41.988266,0.541935,1.7612059,0.0
2024,9,00-0036590,Q.Morris,Q.Morris,1,2.0,61.97799,,1.7437984,1.0
2024,9,00-0039890,A.Mitchell,A.Mitchell,1,21.0,46.64506,0.64848197,1.6438675,0.0
2024,9,00-0037238,D.London,D.London,2,12.0,49.72262,0.24907267,1.618324,0.5
2024,9,00-0035535,D.Slayton,D.Slayton,3,13.333333,42.143955,0.7252815,1.5679967,0.0
2024,9,00-0035208,O.Zaccheaus,O.Zaccheaus,2,13.5,38.238598,0.38504303,1.4029728,0.0
2024,9,00-0031690,E.Tomlinson,E.Tomlinson,1,0.0,58.81567,0.46695668,1.3526357,0.0
2024,9,00-0038994,J.Addison,J.Addison,5,5.4,40.999123,0.5724567,1.3342481,0.2
2024,9,00-0039875,R.Davis,R.Davis,2,1.0,23.712555,0.74982136,1.2690715,0.5
2024,9,00-0034407,R.McCloud,R.McCloud,3,4.3333335,34.296337,1.2021539,1.2601119,0.33333334
2024,9,00-0034829,M.Gesicki,M.Gesicki,6,13.0,30.473822,0.38020796,1.2571973,0.33333334
2024,9,00-0032394,N.Vannett,N.Vannett,2,8.0,31.849379,0.348032,1.2214657,0.5
2024,9,00-0033376,P.Ricard,P.Ricard,1,1.0,30.216068,1.2915477,1.1885272,1.0
2024,9,00-0036875,R.Stevenson,R.Stevenson,5,-1.2,31.862967,1.453474,1.182183,0.2
2024,9,00-0031687,R.Mostert,R.Mostert,2,1.5,20.346287,1.0356417,1.1806412,0.0
2024,9,00-0031428,A.Robinson,A.Robinson,1,2.0,45.320587,0.5330333,1.1631476,0.0
2024,9,00-0039064,Z.Flowers,Z.Flowers,6,10.333333,20.437998,0.6447114,1.1409802,0.33333334
2024,9,00-0031484,C.Manhertz,C.Manhertz,1,2.0,44.76363,,1.1189474,1.0
2024,9,00-0032211,T.Lockett,T.Lockett,4,17.75,24.187721,0.47469747,1.0997207,0.25
2024,9,00-0037664,A.Pierce,A.Pierce,3,12.0,31.253906,0.23825662,1.0966332,0.0
2024,9,00-0039146,J.Reed,J.Reed,6,15.5,25.384111,0.7741255,1.0917983,0.0
2024,9,00-0038544,Q.Johnston,Q.Johnston,5,14.8,25.746634,0.38052613,1.0819443,0.2
2024,9,00-0034753,M.Andrews,M.Andrews,2,9.5,31.073544,0.4596959,1.0792046,0.0
2024,9,00-0036040,J.Johnson,J.Johnson,3,13.5,46.155445,0.24528375,1.0193807,0.0
2024,9,00-0035249,J.Oliver,J.Oliver,5,5.8,27.576878,0.60644156,0.99988824,0.2
2024,9,00-0036626,D.Brown,D.Brown,1,0.0,23.32918,1.1330736,0.9944088,0.0
2024,9,00-0036963,A.St. Brown,A.St. Brown,7,5.142857,29.948908,0.7231271,0.99363303,0.14285715
2024,9,00-0034975,J.Hill,J.Hill,3,6.0,29.058077,0.8700092,0.984301,0.0
2024,9,00-0039041,E.Higgins,E.Higgins,2,7.5,25.952799,0.39170325,0.9655434,0.0
2024,9,00-0032764,D.Henry,D.Henry,1,-7.0,16.053177,1.4369962,0.9516541,0.0
2024,9,00-0033040,T.Hill,T.Hill,5,15.8,25.4399,0.34403184,0.9404548,0.0
2024,9,00-0033555,M.Hollins,M.Hollins,5,4.6,32.20265,0.35249496,0.9228868,0.2
2024,9,00-0037422,K.Pryor,K.Pryor,1,9.0,31.739426,0.14914824,0.895006,0.0
2024,9,00-0030061,Z.Ertz,Z.Ertz,1,3.0,28.961575,1.5253145,0.8877208,0.0
2024,9,00-0039356,J.Sanders,J.Sanders,5,8.6,21.796381,0.56783354,0.8869202,0.0
2024,9,00-0039814,E.All,E.All,2,8.0,29.170715,0.40601182,0.8808484,0.0
2024,9,00-0034272,M.Valdes-Scantling,M.Valdes-Scantling,1,4.0,26.461119,1.9762233,0.87367374,0.0
2024,9,00-0030564,D.Hopkins,D.Hopkins,9,7.3333335,24.513899,0.57499075,0.85704446,0.22222222
2024,9,00-0036232,H.Bryant,H.Bryant,2,2.0,27.855803,0.79773164,0.8531128,0.0
2024,9,00-0037239,C.Olave,C.Olave,1,4.0,23.873579,0.5171444,0.8478582,0.0
2024,9,00-0035631,D.Sample,D.Sample,4,1.25,25.605236,1.5495905,0.843844,0.25
2024,9,00-0039912,B.Sinnott,B.Sinnott,1,4.0,25.801682,0.3102378,0.84271854,0.0
2024,9,00-0034646,B.Powell,B.Powell,1,6.0,21.563934,0.6500962,0.82375795,0.0
2024,9,00-0034386,Ju.Watson,Ju.Watson,4,19.75,15.811825,0.42590824,0.8183365,0.0
2024,9,00-0037740,G.Wilson,G.Wilson,10,5.9,20.188976,0.93828624,0.7935467,0.2
2024,9,00-0036510,K.Yeboah,K.Yeboah,1,2.0,22.113293,0.36145788,0.7425483,0.0
2024,9,00-0035659,T.McLaurin,T.McLaurin,3,11.666667,18.690184,0.28564823,0.7345068,0.6666667
2024,9,00-0038597,C.Brown,C.Brown,5,0.6,23.952574,0.93334186,0.7319251,0.2
2024,9,00-0032392,A.Hooper,A.Hooper,1,0.0,25.170385,0.75796777,0.7309608,0.0
2024,9,00-0033923,K.Hunt,K.Hunt,1,0.0,25.02988,0.7116708,0.72316617,0.0
2024,9,00-0039921,T.Benson,T.Benson,1,4.0,19.156147,0.59542495,0.7219912,0.0
2024,9,00-0036182,N.Westbrook-Ikhine,N.Westbrook-Ikhine,6,7.8333335,18.380749,0.60108674,0.7101907,0.16666667
2024,9,00-0039919,R.Odunze,R.Odunze,7,15.428572,13.9269495,0.48925743,0.7070586,0.0
2024,9,00-0038821,R.Jarrett,R.Jarrett,1,4.0,24.361652,0.45507234,0.70265675,0.0
2024,9,00-0034348,C.Sutton,C.Sutton,10,13.2,19.884293,0.80908763,0.69794387,0.0
2024,9,00-0035685,D.Montgomery,D.Montgomery,3,-1.0,22.33286,1.0711049,0.6964684,0.0
