player_id_lead,player_name_lead,game_id_lead,game_date,recieving_yards_lead,recieving_touchdowns_lead,receptions_lead,targets_lead,fumbles_lead,fumbles_lost_lead,recieving_yards_avg,recieving_tds_avg,receptions_avg,targets_avg,fumbles_avg,fumbles_lost_avg,Fpts
00-0030874,D.Williams,2016102305,10/23/2016 0:00,0,0,0,1,0,0,25.83333333,0.166666667,2,2.333333333,0,0,0
00-0030874,D.Williams,2016110604,11/6/2016 0:00,20,0,2,3,0,0,19.5,0.166666667,1.5,2,0,0,4
00-0030874,D.Williams,2016111309,11/13/2016 0:00,18,1,1,1,0,0,18,0.166666667,1.666666667,2.166666667,0,0,8.8
00-0030874,D.Williams,2016112008,11/20/2016 0:00,0,0,0,1,0,0,19.33333333,0.166666667,1.333333333,1.833333333,0,0,0
00-0030874,D.Williams,2016112706,11/27/2016 0:00,11,0,2,2,0,0,18.33333333,0.166666667,1.166666667,1.666666667,0,0,3.1
00-0030874,D.Williams,2016120401,12/4/2016 0:00,8,0,2,2,0,0,9,0.166666667,1.166666667,1.666666667,0,0,2.8
00-0030874,D.Williams,2016121106,12/11/2016 0:00,1,1,2,3,0,0,9.5,0.166666667,1.166666667,1.666666667,0,0,8.1
00-0030874,D.Williams,2016122400,12/24/2016 0:00,51,0,2,3,0,0,9.666666667,0.333333333,1.5,2,0,0,7.1
00-0030874,D.Williams,2017010104,1/1/2017 0:00,23,0,3,4,1,1,14.83333333,0.333333333,1.5,2,0,0,4.3
00-0030874,D.Williams,2017092408,9/24/2017 0:00,6,0,1,1,0,0,15.66666667,0.166666667,1.833333333,2.5,0.166666667,0.166666667,1.6
00-0030874,D.Williams,2017100100,10/1/2017 0:00,0,0,0,2,0,0,16.66666667,0.166666667,2,2.5,0.166666667,0.166666667,0
00-0030874,D.Williams,2017100804,10/8/2017 0:00,13,0,1,2,0,0,14.83333333,0.166666667,1.666666667,2.5,0.166666667,0.166666667,2.3
00-0030874,D.Williams,2017101500,10/15/2017 0:00,14,0,3,3,0,0,15.66666667,0.166666667,1.5,2.5,0.166666667,0.166666667,4.4
00-0030874,D.Williams,2017102206,10/22/2017 0:00,18,0,2,3,0,0,17.83333333,0,1.666666667,2.5,0.166666667,0.166666667,3.8
00-0030874,D.Williams,2017102600,10/26/2017 0:00,-1,0,1,2,0,0,12.33333333,0,1.666666667,2.5,0.166666667,0.166666667,0.9
00-0030874,D.Williams,2017110510,11/5/2017 0:00,47,1,6,6,0,0,8.333333333,0,1.333333333,2.166666667,0,0,16.7
00-0030874,D.Williams,2017111300,11/13/2017 0:00,20,0,2,3,0,0,15.16666667,0.166666667,2.166666667,3,0,0,4
00-0030874,D.Williams,2017111911,11/19/2017 0:00,24,0,1,1,0,0,18.5,0.166666667,2.5,3.166666667,0,0,3.4
00-0030874,D.Williams,2017112604,11/26/2017 0:00,14,0,3,5,0,0,20.33333333,0.166666667,2.5,3,0,0,4.4
00-0030874,Dam. Williams,2018091605,9/16/2018 0:00,2,0,1,1,0,0,20.33333333,0.166666667,2.5,3.333333333,0,0,1.2
00-0030874,Dam. Williams,2018092305,9/23/2018 0:00,16,0,2,2,0,0,17.66666667,0.166666667,2.333333333,3,0,0,3.6
00-0030874,Dam. Williams,2018120210,12/2/2018 0:00,7,0,2,2,0,0,20.5,0.166666667,2.5,3,0,0,2.7
00-0030874,Dam. Williams,2018120905,12/9/2018 0:00,16,1,4,5,0,0,13.83333333,0,1.833333333,2.333333333,0,0,11.6
00-0030874,Dam. Williams,2018121300,12/13/2018 0:00,74,0,6,6,0,0,13.16666667,0.166666667,2.166666667,2.666666667,0,0,13.4
00-0030874,Dam. Williams,2018122314,12/23/2018 0:00,37,1,7,7,0,0,21.5,0.166666667,3,3.5,0,0,16.7
00-0030874,Dam. Williams,2018123004,12/30/2018 0:00,8,0,1,1,0,0,25.33333333,0.333333333,3.666666667,3.833333333,0,0,1.8
00-0030874,Dam.Williams,2019090802,9/8/2019 0:00,39,0,6,6,0,0,26.33333333,0.333333333,3.666666667,3.833333333,0,0,9.9
00-0030874,Dam.Williams,2019091510,9/15/2019 0:00,48,0,3,5,0,0,30.16666667,0.333333333,4.333333333,4.5,0,0,7.8
00-0030874,Dam.Williams,2019100612,10/6/2019 0:00,15,0,3,4,0,0,37,0.333333333,4.5,5,0,0,4.5
00-0030874,Dam.Williams,2019101304,10/13/2019 0:00,14,1,1,1,0,0,36.83333333,0.166666667,4.333333333,4.833333333,0,0,8.4
00-0030874,Dam.Williams,2019101700,10/17/2019 0:00,-1,0,2,3,0,0,26.83333333,0.333333333,3.5,4,0,0,1.9
00-0030874,Dam.Williams,2019110303,11/3/2019 0:00,3,0,2,2,0,0,20.5,0.166666667,2.666666667,3.333333333,0,0,2.3
00-0030874,Dam.Williams,2019111007,11/10/2019 0:00,32,0,5,5,0,0,19.66666667,0.166666667,2.833333333,3.5,0,0,8.2
00-0030874,Dam.Williams,2019111800,11/18/2019 0:00,6,0,1,1,0,0,18.5,0.166666667,2.666666667,3.333333333,0,0,1.6
00-0030874,Dam.Williams,2019122214,12/22/2019 0:00,27,1,3,3,0,0,11.5,0.166666667,2.333333333,2.666666667,0,0,11.7
00-0030874,Dam.Williams,2019122908,12/29/2019 0:00,30,0,4,7,0,0,13.5,0.333333333,2.333333333,2.5,0,0,7
,,,,,,,,,,16.16666667,0.166666667,2.833333333,3.5,0,0,0
00-0031001,J.Janis,2015092800,9/28/2015 0:00,0,0,0,1,0,0,16,0,2,2,0,0,0
00-0031001,J.Janis,2015101809,10/18/2015 0:00,79,0,2,4,0,0,8,0,1,1.5,0,0,9.9
00-0031001,J.Janis,2015112205,11/22/2015 0:00,0,0,0,2,0,0,31.66666667,0,1.333333333,2.333333333,0,0,0
00-0031001,J.Janis,2015120300,12/3/2015 0:00,0,0,0,1,0,0,23.75,0,1,2.25,0,0,0
00-0031001,J.Janis,2015122009,12/20/2015 0:00,0,0,0,4,0,0,19,0,0.8,2,0,0,0
00-0031001,J.Janis,2016101610,10/16/2016 0:00,14,0,2,2,0,0,15.83333333,0,0.666666667,2.333333333,0,0,3.4
00-0031001,J.Janis,2016102000,10/20/2016 0:00,9,0,2,5,0,0,15.5,0,0.666666667,2.333333333,0,0,2.9
00-0031001,J.Janis,2016103001,10/30/2016 0:00,30,1,4,4,0,0,17,0,1,3,0,0,13
00-0031001,J.Janis,2016110609,11/6/2016 0:00,25,0,1,2,0,0,8.833333333,0.166666667,1.333333333,3,0,0,3.5
00-0031001,J.Janis,2016111307,11/13/2016 0:00,0,0,0,3,0,0,13,0.166666667,1.5,3,0,0,0
00-0031001,J.Janis,2016112011,11/20/2016 0:00,0,0,0,1,0,0,13,0.166666667,1.5,3.333333333,0,0,0
00-0031001,J.Janis,2016112800,11/28/2016 0:00,7,0,1,1,0,0,13,0.166666667,1.5,2.833333333,0,0,1.7
00-0031001,J.Janis,2016122404,12/24/2016 0:00,8,0,1,1,0,0,11.83333333,0.166666667,1.333333333,2.666666667,0,0,1.8
00-0031001,J.Janis,2017122301,12/23/2017 0:00,12,0,1,2,0,0,11.66666667,0.166666667,1.166666667,2,0,0,2.2
00-0031001,J.Janis,2017123102,12/31/2017 0:00,0,0,1,3,0,0,8.666666667,0,0.666666667,1.666666667,0,0,1
,,,,,,,,,,4.5,0,0.666666667,1.833333333,0,0,0
00-0031085,J.Prosch,2014092802,9/28/2014 0:00,24,0,1,2,0,0,0,0,0,1,0,0,3.4
00-0031085,J.Prosch,2014122102,12/21/2014 0:00,0,0,0,1,0,0,12,0,0.5,1.5,0,0,0
00-0031085,J.Prosch,2015092703,9/27/2015 0:00,0,0,0,1,0,0,8,0,0.333333333,1.333333333,0,0,0
00-0031085,J.Prosch,2016100204,10/2/2016 0:00,6,0,1,1,0,0,6,0,0.25,1.25,0,0,1.6
00-0031085,J.Prosch,2017101502,10/15/2017 0:00,18,0,1,1,0,0,6,0,0.4,1.2,0,0,2.8
00-0031085,J.Prosch,2017110501,11/5/2017 0:00,1,0,1,1,0,0,8,0,0.5,1.166666667,0,0,1.1
00-0031085,J.Prosch,2017121703,12/17/2017 0:00,3,0,1,1,0,0,8.166666667,0,0.666666667,1.166666667,0,0,1.3
00-0031085,J.Prosch,2017123103,12/31/2017 0:00,9,0,1,1,0,0,4.666666667,0,0.666666667,1,0,0,1.9
,,,,,,,,,,6.166666667,0,0.833333333,1,0,0,0
00-0031167,S.Simonson,2018093011,9/30/2018 0:00,7,0,1,1,0,0,10,0,1,1,0,0,1.7
00-0031167,S.Simonson,2018100701,10/7/2018 0:00,0,0,0,1,0,0,8.5,0,1,1,0,0,0
00-0031167,S.Simonson,2018101100,10/11/2018 0:00,24,0,1,3,0,0,5.666666667,0,0.666666667,1,0,0,3.4
00-0031167,S.Simonson,2018102200,10/22/2018 0:00,0,0,0,1,0,0,10.25,0,0.75,1.5,0,0,0
00-0031167,S.Simonson,2018120207,12/2/2018 0:00,25,0,2,3,0,0,8.2,0,0.6,1.4,0,0,4.5
00-0031167,S.Simonson,2018122300,12/23/2018 0:00,16,1,3,3,0,0,11,0,0.833333333,1.666666667,0,0,10.6
00-0031167,S.Simonson,2018123008,12/30/2018 0:00,14,0,2,2,0,0,12,0.166666667,1.166666667,2,0,0,3.4
00-0031167,S.Simonson,2019112402,11/24/2019 0:00,10,0,1,1,0,0,13.16666667,0.166666667,1.333333333,2.166666667,0,0,2
00-0031167,S.Simonson,2019121505,12/15/2019 0:00,1,0,1,1,0,0,14.83333333,0.166666667,1.5,2.166666667,0,0,1.1
,,,,,,,,,,11,0.166666667,1.5,1.833333333,0,0,0
00-0031187,R.Herron,2014091800,9/18/2014 0:00,5,0,1,3,0,0,13,0,2,3,0,0,1.5
00-0031187,R.Herron,2014100505,10/5/2014 0:00,9,1,1,1,0,0,9,0,1.5,3,0,0,7.9
00-0031187,R.Herron,2014101207,10/12/2014 0:00,31,0,2,2,0,0,9,0.333333333,1.333333333,2.333333333,0,0,5.1
00-0031187,R.Herron,2014113008,11/30/2014 0:00,0,0,0,3,0,0,14.5,0.25,1.5,2.25,0,0,0
,,,,,,,,,,11.6,0.2,1.2,2.4,0,0,0
,,,,,,,,,,-4,0,1,1,0,0,0
00-0031257,P.Richardson,2014101907,10/19/2014 0:00,33,0,4,5,0,0,7,0,1,1,0,0,7.3
00-0031257,P.Richardson,2014102601,10/26/2014 0:00,20,0,2,3,0,0,20,0,2.5,3,0,0,4
00-0031257,P.Richardson,2014110209,11/2/2014 0:00,12,0,3,6,0,0,20,0,2.333333333,3,0,0,4.2
00-0031257,P.Richardson,2014110909,11/9/2014 0:00,0,0,0,2,0,0,18,0,2.5,3.75,0,0,0
00-0031257,P.Richardson,2014111604,11/16/2014 0:00,24,0,3,4,0,0,14.4,0,2,3.4,0,0,5.4
00-0031257,P.Richardson,2014112702,11/27/2014 0:00,6,0,1,1,0,0,16,0,2.166666667,3.5,0,0,1.6
00-0031257,P.Richardson,2014120712,12/7/2014 0:00,27,0,2,3,0,0,15.83333333,0,2.166666667,3.5,0,0,4.7
00-0031257,P.Richardson,2014121412,12/14/2014 0:00,30,1,3,5,0,0,14.83333333,0,1.833333333,3.166666667,0,0,12
00-0031257,P.Richardson,2014122111,12/21/2014 0:00,52,0,5,7,0,0,16.5,0.166666667,2,3.5,0,0,10.2
00-0031257,P.Richardson,2014122815,12/28/2014 0:00,60,0,5,7,0,0,23.16666667,0.166666667,2.333333333,3.666666667,0,0,11
00-0031257,P.Richardson,2015111511,11/15/2015 0:00,40,0,1,1,0,0,33.16666667,0.166666667,3.166666667,4.5,0,0,5
00-0031257,P.Richardson,2016091109,9/11/2016 0:00,11,0,1,2,0,0,35.83333333,0.166666667,2.833333333,4,0,0,2.1
00-0031257,P.Richardson,2016091809,9/18/2016 0:00,35,0,3,6,0,0,36.66666667,0.166666667,2.833333333,4.166666667,0,0,6.5
00-0031257,P.Richardson,2016100206,10/2/2016 0:00,27,0,1,1,0,0,38,0.166666667,3,4.666666667,0,0,3.7
00-0031257,P.Richardson,2016102312,10/23/2016 0:00,10,0,1,2,0,0,37.5,0,2.666666667,4,0,0,2
00-0031257,P.Richardson,2016103006,10/30/2016 0:00,33,0,2,3,0,0,30.5,0,2,3.166666667,0,0,5.3
00-0031257,P.Richardson,2016110700,11/7/2016 0:00,15,0,1,1,0,0,26,0,1.5,2.5,0,0,2.5
00-0031257,P.Richardson,2016111312,11/13/2016 0:00,52,0,2,3,0,0,21.83333333,0,1.5,2.5,0,0,7.2
00-0031257,P.Richardson,2016112010,11/20/2016 0:00,6,0,1,3,0,0,28.66666667,0,1.666666667,2.666666667,0,0,1.6
00-0031257,P.Richardson,2016112708,11/27/2016 0:00,17,0,1,3,0,0,23.83333333,0,1.333333333,2.166666667,0,0,2.7
00-0031257,P.Richardson,2016122410,12/24/2016 0:00,42,1,4,5,0,0,22.16666667,0,1.333333333,2.5,0,0,14.2
00-0031257,P.Richardson,2017010115,1/1/2017 0:00,40,0,4,7,0,0,27.5,0.166666667,1.833333333,3,0,0,8
00-0031257,P.Richardson,2017091010,9/10/2017 0:00,59,0,4,7,0,0,28.66666667,0.166666667,2.166666667,3.666666667,0,0,9.9
00-0031257,P.Richardson,2017091712,9/17/2017 0:00,19,1,2,5,0,0,36,0.166666667,2.666666667,4.666666667,0,0,9.9
00-0031257,P.Richardson,2017092410,9/24/2017 0:00,30,1,2,7,0,0,30.5,0.333333333,2.666666667,5,0,0,11
00-0031257,P.Richardson,2017100113,10/1/2017 0:00,65,0,3,3,0,0,34.5,0.5,2.833333333,5.666666667,0,0,9.5
00-0031257,P.Richardson,2017100808,10/8/2017 0:00,35,0,3,5,0,0,42.5,0.5,3.166666667,5.666666667,0,0,6.5
00-0031257,P.Richardson,2017102211,10/22/2017 0:00,61,1,2,2,0,0,41.33333333,0.333333333,3,5.666666667,0,0,14.1
00-0031257,P.Richardson,2017102908,10/29/2017 0:00,105,2,6,7,0,0,44.83333333,0.5,2.666666667,4.833333333,0,0,31.5
00-0031257,P.Richardson,2017110508,11/5/2017 0:00,41,0,3,3,0,0,52.5,0.833333333,3,4.833333333,0,0,7.1
00-0031257,P.Richardson,2017110900,11/9/2017 0:00,43,0,1,2,0,0,56.16666667,0.666666667,3.166666667,4.5,0,0,5.3
00-0031257,P.Richardson,2017112000,11/20/2017 0:00,56,0,5,8,0,0,58.33333333,0.5,3,3.666666667,0,0,10.6
00-0031257,P.Richardson,2017112608,11/26/2017 0:00,70,0,4,7,0,0,56.83333333,0.5,3.333333333,4.5,0,0,11
00-0031257,P.Richardson,2017120313,12/3/2017 0:00,8,0,2,4,0,0,62.66666667,0.5,3.5,4.833333333,0,0,2.8
00-0031257,P.Richardson,2017121005,12/10/2017 0:00,72,1,3,7,0,0,53.83333333,0.333333333,3.5,5.166666667,0,0,16.2
00-0031257,P.Richardson,2017121708,12/17/2017 0:00,18,0,2,7,0,0,48.33333333,0.166666667,3,5.166666667,0,0,3.8
00-0031257,P.Richardson,2017122411,12/24/2017 0:00,21,0,2,4,0,0,44.5,0.166666667,2.833333333,5.833333333,0,0,4.1
00-0031257,P.Richardson,2017123115,12/31/2017 0:00,0,0,0,2,0,0,40.83333333,0.166666667,3,6.166666667,0,0,0
00-0031257,P.Richardson,2018090909,9/9/2018 0:00,22,0,4,6,0,0,31.5,0.166666667,2.166666667,5.166666667,0,0,6.2
00-0031257,P.Richardson,2018091608,9/16/2018 0:00,63,0,4,6,0,0,23.5,0.166666667,2.166666667,5,0,0,10.3
00-0031257,P.Richardson,2018092309,9/23/2018 0:00,46,1,1,2,0,0,32.66666667,0.166666667,2.5,5.333333333,0,0,11.6
00-0031257,P.Richardson,2018100800,10/8/2018 0:00,50,0,4,5,0,0,28.33333333,0.166666667,2.166666667,4.5,0,0,9
00-0031257,P.Richardson,2018101408,10/14/2018 0:00,31,1,3,5,0,0,33.66666667,0.166666667,2.5,4.166666667,0,0,12.1
00-0031257,P.Richardson,2018102806,10/28/2018 0:00,34,0,2,5,0,0,35.33333333,0.333333333,2.666666667,4.333333333,0,0,5.4
00-0031257,P.Richardson,2018110406,11/4/2018 0:00,16,0,2,6,0,0,41,0.333333333,3,4.833333333,0,0,3.6
00-0031257,P.Richardson,2019090806,9/8/2019 0:00,36,0,4,7,0,0,40,0.333333333,2.666666667,4.833333333,0,0,7.6
00-0031257,P.Richardson,2019091509,9/15/2019 0:00,16,1,3,3,0,0,35.5,0.333333333,2.666666667,5,0,0,10.6
00-0031257,P.Richardson,2019092300,9/23/2019 0:00,83,1,8,9,0,0,30.5,0.333333333,3,5.166666667,0,0,22.3
00-0031257,P.Richardson,2019092907,9/29/2019 0:00,14,0,3,5,0,0,36,0.5,3.666666667,5.833333333,0,0,4.4
00-0031257,P.Richardson,2019100609,10/6/2019 0:00,14,0,2,2,0,0,33.16666667,0.333333333,3.666666667,5.833333333,0,0,3.4
00-0031257,P.Richardson,2019101305,10/13/2019 0:00,0,0,0,4,0,0,29.83333333,0.333333333,3.666666667,5.333333333,0,0,0
00-0031257,P.Richardson,2019102007,10/20/2019 0:00,0,0,0,1,0,0,27.16666667,0.333333333,3.333333333,5,0,0,0
00-0031257,P.Richardson,2019102400,10/24/2019 0:00,34,0,3,4,0,0,21.16666667,0.333333333,2.666666667,4,0,0,6.4
00-0031257,P.Richardson,2019110301,11/3/2019 0:00,42,0,4,5,0,0,24.16666667,0.166666667,2.666666667,4.166666667,0,0,8.2
00-0031257,P.Richardson,2019112407,11/24/2019 0:00,6,0,1,2,0,0,17.33333333,0,2,3.5,0,0,1.6
,,,,,,,,,,16,0,1.666666667,3,0,0,0
00-0031291,J.Wright,2014092101,9/21/2014 0:00,0,0,0,1,0,0,0,0,0,1,0,0,0
00-0031291,J.Wright,2014100512,10/5/2014 0:00,0,0,0,1,0,0,0,0,0,1,0,0,0
00-0031291,J.Wright,2014101202,10/12/2014 0:00,24,0,1,1,0,0,0,0,0,1,0,0,3.4
00-0031291,J.Wright,2014101905,10/19/2014 0:00,0,0,0,2,0,0,6,0,0.25,1,0,0,0
00-0031291,J.Wright,2014110600,11/6/2014 0:00,0,0,0,2,0,0,4.8,0,0.2,1.2,0,0,0
00-0031291,J.Wright,2014111605,11/16/2014 0:00,8,0,1,1,0,0,4,0,0.166666667,1.333333333,0,0,1.8
00-0031291,J.Wright,2014112303,11/23/2014 0:00,0,0,0,2,0,0,5.333333333,0,0.333333333,1.333333333,0,0,0
00-0031291,J.Wright,2014113008,11/30/2014 0:00,59,0,3,5,0,0,5.333333333,0,0.333333333,1.5,0,0,8.9
00-0031291,J.Wright,2016091106,9/11/2016 0:00,7,0,1,1,0,0,15.16666667,0,0.833333333,2.166666667,0,0,1.7
00-0031291,J.Wright,2016091806,9/18/2016 0:00,10,0,1,1,0,0,12.33333333,0,0.833333333,2.166666667,0,0,2
00-0031291,J.Wright,2016092502,9/25/2016 0:00,10,0,1,1,0,0,14,0,1,2,0,0,2
00-0031291,J.Wright,2016101604,10/16/2016 0:00,1,0,1,1,0,0,15.66666667,0,1.166666667,1.833333333,0,0,1.1
00-0031291,J.Wright,2016102301,10/23/2016 0:00,0,0,0,2,0,0,14.5,0,1.166666667,1.833333333,0,0,0
00-0031291,J.Wright,2016112000,11/20/2016 0:00,22,0,2,3,0,0,14.5,0,1.166666667,1.833333333,0,0,4.2
00-0031291,J.Wright,2016112701,11/27/2016 0:00,23,0,3,6,0,0,8.333333333,0,1,1.5,0,0,5.3
00-0031291,J.Wright,2016120403,12/4/2016 0:00,20,0,2,2,0,0,11,0,1.333333333,2.333333333,0,0,4
00-0031291,J.Wright,2016121812,12/18/2016 0:00,5,0,1,1,0,0,12.66666667,0,1.5,2.5,0,0,1.5
00-0031291,J.Wright,2016122411,12/24/2016 0:00,8,0,1,1,0,0,11.83333333,0,1.5,2.5,0,0,1.8
,,,,,,,,,,13,0,1.5,2.5,0,0,0
,,,,,,,,,,-5,0,1,1,0,0,0
00-0031315,M.Hazel,2017091009,9/10/2017 0:00,1,0,1,1,0,0,0,0,0,1,0,0,1.1
,,,,,,,,,,0.5,0,0.5,1,0,0,0
00-0031382,J.Landry,2014091400,9/14/2014 0:00,49,0,5,6,0,0,0,0,0,1,0,0,9.9
00-0031382,J.Landry,2014092111,9/21/2014 0:00,24,0,3,7,0,0,24.5,0,2.5,3.5,0,0,5.4
00-0031382,J.Landry,2014092806,9/28/2014 0:00,38,0,4,4,0,0,24.33333333,0,2.666666667,4.666666667,0,0,7.8
00-0031382,J.Landry,2014101204,10/12/2014 0:00,75,1,6,8,1,1,27.75,0,3,4.5,0,0,18.5
00-0031382,J.Landry,2014101902,10/19/2014 0:00,46,0,4,5,0,0,37.2,0.2,3.6,5.2,0.2,0.2,8.6
00-0031382,J.Landry,2014102603,10/26/2014 0:00,23,0,3,3,0,0,38.66666667,0.166666667,3.666666667,5.166666667,0.166666667,0.166666667,5.3
00-0031382,J.Landry,2014110205,11/2/2014 0:00,46,1,5,6,0,0,42.5,0.166666667,4.166666667,5.5,0.166666667,0.166666667,15.6
00-0031382,J.Landry,2014110902,11/9/2014 0:00,36,0,7,10,0,1,42,0.333333333,4.166666667,5.5,0.166666667,0.166666667,9.6
00-0031382,J.Landry,2014111300,11/13/2014 0:00,46,1,5,5,0,0,44,0.333333333,4.833333333,6,0.166666667,0.333333333,15.6
00-0031382,J.Landry,2014112310,11/23/2014 0:00,50,2,7,11,0,0,45.33333333,0.5,5,6.166666667,0.166666667,0.333333333,24
00-0031382,J.Landry,2014120100,12/1/2014 0:00,68,0,8,11,0,0,41.16666667,0.666666667,5.166666667,6.666666667,0,0.166666667,14.8
00-0031382,J.Landry,2014120704,12/7/2014 0:00,55,0,6,6,0,0,44.83333333,0.666666667,5.833333333,7.666666667,0,0.166666667,11.5
00-0031382,J.Landry,2014121408,12/14/2014 0:00,99,0,8,11,0,1,50.16666667,0.666666667,6.333333333,8.166666667,0,0.166666667,16.9
00-0031382,J.Landry,2014122103,12/21/2014 0:00,31,0,8,9,0,0,59,0.5,6.833333333,9,0,0.333333333,11.1
00-0031382,J.Landry,2014122805,12/28/2014 0:00,55,0,5,9,0,0,58.16666667,0.5,7,8.833333333,0,0.166666667,10.5
00-0031382,J.Landry,2015091303,9/13/2015 0:00,53,0,8,12,0,0,59.66666667,0.333333333,7,9.5,0,0.166666667,13.3
00-0031382,J.Landry,2015092011,9/20/2015 0:00,110,0,8,10,0,0,60.16666667,0,7.166666667,9.666666667,0,0.166666667,22
00-0031382,J.Landry,2015092712,9/27/2015 0:00,67,0,8,13,0,0,67.16666667,0,7.166666667,9.5,0,0.166666667,14.7
00-0031382,J.Landry,2015100400,10/4/2015 0:00,40,0,4,12,0,0,69.16666667,0,7.5,10.66666667,0,0.166666667,8
00-0031382,J.Landry,2015101806,10/18/2015 0:00,42,0,3,4,0,0,59.33333333,0,6.833333333,10.83333333,0,0,7.2
00-0031382,J.Landry,2015102502,10/25/2015 0:00,83,2,5,5,0,0,61.16666667,0,6,10,0,0,25.3
00-0031382,J.Landry,2015102900,10/29/2015 0:00,71,0,6,8,0,0,65.83333333,0.333333333,6,9.333333333,0,0,13.1
00-0031382,J.Landry,2015110804,11/8/2015 0:00,69,0,11,13,0,0,68.83333333,0.333333333,5.666666667,8.666666667,0,0,17.9
00-0031382,J.Landry,2015111505,11/15/2015 0:00,52,1,7,12,0,0,62,0.333333333,6.166666667,9.166666667,0,0,18.2
00-0031382,J.Landry,2015112207,11/22/2015 0:00,66,0,4,7,0,0,59.5,0.5,6,9,0,0,10.6
00-0031382,J.Landry,2015112905,11/29/2015 0:00,165,1,13,16,0,0,63.83333333,0.5,6,8.166666667,0,0,38.5
00-0031382,J.Landry,2015120602,12/6/2015 0:00,5,0,2,5,0,0,84.33333333,0.666666667,7.666666667,10.16666667,0,0,2.5
00-0031382,J.Landry,2015121400,12/14/2015 0:00,99,0,11,18,0,0,71.33333333,0.333333333,7.166666667,10.16666667,0,0,20.9
00-0031382,J.Landry,2015122011,12/20/2015 0:00,54,0,8,10,0,0,76,0.333333333,8,11.83333333,0,0,13.4
00-0031382,J.Landry,2015122701,12/27/2015 0:00,111,0,7,11,0,0,73.5,0.333333333,7.5,11.33333333,0,0,21.1
00-0031382,J.Landry,2016010301,1/3/2016 0:00,72,0,6,11,0,1,83.33333333,0.166666667,7.5,11.16666667,0,0,12.2
00-0031382,J.Landry,2016091109,9/11/2016 0:00,59,0,7,10,0,0,84.33333333,0.166666667,7.833333333,11.83333333,0,0.166666667,12.9
00-0031382,J.Landry,2016091804,9/18/2016 0:00,137,0,10,13,1,1,66.66666667,0,6.833333333,10.83333333,0,0.166666667,25.7
00-0031382,J.Landry,2016092505,9/25/2016 0:00,120,1,7,12,0,0,88.66666667,0,8.166666667,12.16666667,0.166666667,0.333333333,28
00-0031382,J.Landry,2016092900,9/29/2016 0:00,61,0,7,10,0,0,92.16666667,0.166666667,7.5,11.16666667,0.166666667,0.333333333,13.1
00-0031382,J.Landry,2016100904,10/9/2016 0:00,28,0,3,3,0,0,93.33333333,0.166666667,7.333333333,11.16666667,0.166666667,0.333333333,5.8
00-0031382,J.Landry,2016101603,10/16/2016 0:00,91,0,7,9,0,0,79.5,0.166666667,6.666666667,9.833333333,0.166666667,0.333333333,16.1
00-0031382,J.Landry,2016102305,10/23/2016 0:00,78,0,5,8,0,0,82.66666667,0.166666667,6.833333333,9.5,0.166666667,0.166666667,12.8
00-0031382,J.Landry,2016110604,11/6/2016 0:00,33,0,3,6,0,0,85.83333333,0.166666667,6.5,9.166666667,0.166666667,0.166666667,6.3
00-0031382,J.Landry,2016111309,11/13/2016 0:00,53,0,6,6,0,0,68.5,0.166666667,5.333333333,8,0,0,11.3
00-0031382,J.Landry,2016112008,11/20/2016 0:00,28,1,5,5,0,0,57.33333333,0,5.166666667,7,0,0,13.8
00-0031382,J.Landry,2016112706,11/27/2016 0:00,47,0,4,7,0,0,51.83333333,0.166666667,4.833333333,6.166666667,0,0,8.7
00-0031382,J.Landry,2016120401,12/4/2016 0:00,87,0,11,14,0,0,55,0.166666667,5,6.833333333,0,0,19.7
00-0031382,J.Landry,2016121106,12/11/2016 0:00,103,0,4,6,0,0,54.33333333,0.166666667,5.666666667,7.666666667,0,0,17.3
00-0031382,J.Landry,2016121700,12/17/2016 0:00,108,1,3,4,0,0,58.5,0.166666667,5.5,7.333333333,0,0,22.8
00-0031382,J.Landry,2016122400,12/24/2016 0:00,29,0,3,6,0,0,71,0.333333333,5.5,7,0,0,5.9
00-0031382,J.Landry,2017010104,1/1/2017 0:00,76,1,9,12,0,0,67,0.333333333,5,7,0,0,22.6
00-0031382,J.Landry,2017091708,9/17/2017 0:00,78,0,13,15,0,0,75,0.333333333,5.666666667,8.166666667,0,0,20.8
00-0031382,J.Landry,2017092408,9/24/2017 0:00,48,0,6,11,0,0,80.16666667,0.333333333,7.166666667,9.5,0,0,10.8
00-0031382,J.Landry,2017100100,10/1/2017 0:00,40,0,6,7,0,0,73.66666667,0.333333333,6.333333333,9,0,0,10
00-0031382,J.Landry,2017100804,10/8/2017 0:00,44,1,5,10,0,0,63.16666667,0.333333333,6.666666667,9.166666667,0,0,15.4
00-0031382,J.Landry,2017101500,10/15/2017 0:00,62,1,8,14,0,0,52.5,0.333333333,7,10.16666667,0,0,20.2
00-0031382,J.Landry,2017102206,10/22/2017 0:00,93,1,7,11,0,0,58,0.5,7.833333333,11.5,0,0,22.3
00-0031382,J.Landry,2017102600,10/26/2017 0:00,33,0,5,12,0,0,60.83333333,0.5,7.5,11.33333333,0,0,8.3
00-0031382,J.Landry,2017110510,11/5/2017 0:00,32,1,6,7,0,0,53.33333333,0.5,6.166666667,10.83333333,0,0,15.2
00-0031382,J.Landry,2017111300,11/13/2017 0:00,42,1,5,10,0,0,50.66666667,0.666666667,6.166666667,10.16666667,0,0,15.2
